,별점,리뷰내용,작성자,작성일자,공감,비공감
763,10,관람객다른거 다 떠나서 영웅들을 한번에 다 볼 수 있어서 너무 신나요!!ㅋㅋㅋㅋ ,포도나무(whdk****),2018.04.30 17:49,5,0
764,10,또 보고싶다 그리고 타노스가 행성쪼개서 아이언맨한테갈길때 개 명장면 ,jm89****,2018.04.30 15:07,5,0
765,10,토르망치들고 지구 내려온 장면은.... 10점 이상은 없냐 ㅡㅡ 10점만 주기 아깝네 ,xhdtosem(park****),2018.04.30 14:35,5,0
766,10,관람객갓토르 이건 영화관에서 꼭 보는걸 추천.포에버 와칸다 ,손민한(yeyu****),2018.04.30 06:59,5,0
767,10,마블의 새 웃음담당 드랙스 좀 살려줘.. ,펭킴(rlae****),2018.04.30 04:22,5,0
768,10,마블 영화 사상 역대급 최고 퀄리티의 영화입니다.  영화보는 내내 가슴이 벅차올라 숨쉬기도 힘들었습니다. 앞으로도 영원히 마블과 함께하겠습니다. ,YePaul(bora****),2018.04.29 23:54,5,0
769,8,관람객끝부분이 다음회  계속 이라고 쓰여져있는듯... ,choi****,2018.04.29 23:37,5,0
770,10,타노스 데려와 할때 소름. ,정승원(lego****),2018.04.29 23:33,5,0
771,10,충격이나 그냥 끝나고 나서 멍때림 ,카탈리아(whda****),2018.04.29 23:29,5,0
772,10,에엥? 끝났어? 하면서 엔딩크레딧봄 ,hsy1****,2018.04.29 22:06,5,0
773,10,관람객토르 역대급멋있음.. 내년까지 어떻게기다리냐 ,찬엔드라이브(kych****),2018.04.29 21:43,5,0
774,10,지금까지 보았던 영화중 재일 재미있었고 되게 충격 적이었던 영화였다. ,alst****,2018.04.29 21:31,5,0
775,10,"초등아들램과봤는데. 와칸다에서 전투씬부터는 둘이 손꼭잡구 막 와아~ 특히  토르 와칸다 등장할땐 둘다 눈에 하트뿅뿅 넘멋잇어 소름ㅠ 근데 번역 왜그래? ""저거 이런뜻이야""를 몇번이나햇는지. 막짤 마더는...",이비키(leev****),2018.04.29 21:31,5,0
776,10,대박 마블팬이라면 무조건 봐야할듯정말 대박 ,mcl0****,2018.04.29 21:31,5,0
777,10,스칼렛요한슨 그녀는 외계인도 이기는 최강의 보통인간 ... 드래곤볼로 따지면 크리링임 ㅎㅎ ,kisj****,2018.04.29 21:27,5,0
778,10,2시간30분영화가 아니라 1시간짜리 영화본듯이 시간이 너무빨리갓어요 영화는 끝나고 일어나질못햇는데 도데체 다음편에 어떻게 이어가려고 이러지..? 어떻게 하려고 이렇게까지 .. 라는생각만듭니다.. ,Nawonbin(inky****),2018.04.29 21:22,5,0
779,10,어벤4 나오기 전까지는 영화 역사상 최고의 영화ㄷㄷ ,아슈람(hear****),2018.04.29 19:56,5,0
780,10,와칸다 포에버!!!! ,1a2a3a4a(kims****),2018.04.29 18:57,5,0
781,8,스타로드 새꺄넌 잠깐이라도 저승서 욘두 만나서쳐 맞고 와라 ,히포(harr****),2018.04.29 18:50,5,0
782,10,이번 어벤져스 영화 히로인은 타노스 입니다...정말 어벤져스 최고의 신을 꼽자면 당연히 토르다!!! ,2Bs(real****),2018.04.29 18:47,5,0
783,10,토끼 살아남아서 10점준다 ,버듀(ssma****),2018.04.29 18:20,5,0
784,10,다음편에서 해결될거 다 아는데도 그냥 충격적이다. ,김세호(gim9****),2018.04.29 18:04,5,0
785,10,캡틴 등장할때 한번지리고 토르 등장할때 두번지렸다.. ,불가(jaso****),2018.04.29 13:01,5,0
786,10,"타노스 ""내 목을 쳤어야지"" ",goak****,2018.04.29 11:50,5,0
787,10,토르가 제일 멋있긴 하지만...로켓너구리가 왜이렇게 간지나지ㅋㅋㅋ ,이찬규(alsk****),2018.04.29 11:49,5,0
788,10,역대 마블영화중 충격과 공포였다.... ,폭스(tdj0****),2018.04.29 11:30,5,0
789,10,관람객짱르 빛르 황르 킹르 대르 ,박찬웅(chan****),2018.04.29 09:25,5,0
790,10," 영화가 히어로들 입장에선 꿈도 희망도 없었습니다... 그래도 너무 재미있었어요! 가모라, 비전, 스칼렛 위치.. 스파이더맨 ㅠㅠ ",메밀(9qkr****),2018.04.29 08:45,5,0
791,10,마블의 가장 만족스러운 비극 ,jam1****,2018.04.29 08:38,5,0
792,10,모든 캐릭터가 다 매력적이다 ,로라(rorl****),2018.04.29 08:26,5,0
793,10,"화려한 액션, 정교한 cg, 그리고 (좀 성급하긴 했지만) 자연스러운 스토리 전개까지 그야말로 완벽한 영화다. 근데 자막이 왜 이따위냐 마코 박지훈 해고해라 ",이시온(sion****),2018.04.29 08:22,5,0
794,10,관람객너구리졸귀임♡♡♡♡ ,곰냥이(kike****),2018.04.29 07:57,5,0
795,10,와... 첫번째 갑분싸 절망 느껴지고 이후 시간흘러가면서 기대감 흥분 자신감 생기더니 마지막보고 울어버렸다... 굉장하면서도 한편으론 너무 슬픈 영화. 캡틴아메리카2 이후 루소형제가 또 해냈구나. ,호날두(myor****),2018.04.29 04:37,5,0
796,10,마블은 이제 우리 삶에 너무나도 깊히 들어와버렸다 ,godx****,2018.04.29 04:35,5,0
797,10,마블 시리즈 중에 왠만한건 다 봤지만서도 제일 재밌었다. 이상하게 타노스도 마음이 가는 이유는 뭘까? ,깡(2005****),2018.04.29 04:21,5,0
798,10,관람객토르는 언제나 늘 멋있다 ,메리(love****),2018.04.29 04:16,5,0
799,10,박지훈씨가 지훈짓 한 것 빼곤 다 좋았습니다. ,성공(h310****),2018.04.29 03:40,5,0
800,10,관람객지나가는 대사 한마디까지 고려한 마블의 큰그림을 번역기보다 못한 번역가 한명이 망치네. ,Rainier(neve****),2018.04.29 03:21,5,0
801,8,관람객역시역시욕시역시역시 ,zzzz****,2018.04.29 01:12,5,0
802,10,"관람객역시 믿고보는 마블., ",OoOb(elxn****),2018.04.29 00:56,5,0
803,10,관람객역시 마블 최고입니다 실망시키지 않네요ㅠㅠ ,wlse****,2018.04.29 00:46,5,0
804,10,"최고의 작품이였다. 아마 영화 역사상 최고의 분량 배분을 받은 악당을 본듯. 무려 영화 한편에 걸친 캐릭터 설명을 받다니;; 영화 타노스에 대해서 사상, 스팩, 능력, 캐릭터까지 모두다 알게 되버림 ㅎㅎ;. 충격적이...",RAY1407(helr****),2018.04.28 22:18,5,0
805,10,관람객시간이 어떻게 지나갔는지 모를정도네요. ,악플생각(tlar****),2018.04.28 19:45,5,0
806,9,관람객여지껏 살아오면서 감평을 남겨본적없다.역대급 영화가 분명하다 이번 인피니티워를 보면서 정말 루소 형제가 대단하다고 생각이 들었다. ,지상렬(show****),2018.04.28 19:38,5,0
807,9,중간에 토르가 저글링들 사이로 등장할때 ㅈ간지였다 ,지단정환(inno****),2018.04.28 18:08,5,0
808,10,세상에서 제일 재미있네요 ,이산(lees****),2018.04.28 17:30,5,0
809,8,관람객볼만한데 스케일이 넘 크더라 정신없고 ,pinhead(t820****),2018.04.28 17:11,5,0
810,10,엔딩에서 마블식엔딩이아니라서 순간 멘탈터졌지만 떡밥을 많이 뿌린거 같아서 다음 영화가 기대됨 ,손동민(thse****),2018.04.28 16:25,5,0
811,9,관람객결말이 조금  허무했음  번역 잘못됀거 몰랐으면 완전 이상하게 알았겠네 ,지용(kill****),2018.04.28 14:39,5,0
812,9,관람객깎인 1점은 내 마음아픔값근데 '어머니'는 진짜 충격이었다닉 퓨리가 마지막까지 어머니 생각하는 캐릭터인줄 알고 당황.... ,사하(jani****),2018.04.28 13:56,5,0
813,10,관람객재밌어요 오역이 아쉽긴 하지만 ,비잉(kare****),2018.04.28 13:53,5,0
814,10,번역 빼고는 최고였다. 정말 ,오붕이(pola****),2018.04.28 11:44,5,0
815,10,토르너무멋있어요.. 다음시리즈 너무궁금하고기대돼용 ,khkh(khkh****),2018.04.28 11:43,5,0
816,10,욘두가 살아있었음 휘파람 하나로 다 정리됫을텐데 ㅋㅋㅋㅋ ,할리우드(iks4****),2018.04.28 10:34,5,0
817,9,? !?   아무말도 못하고  영화관밖으로 나왔다 ,JNBUD(naya****),2018.04.28 10:32,5,0
818,10,하...토르 지구등장씬 소름..타노스는..무슨 철학가야? 감성쩌네ㅋㅋ ,김혁민(grip****),2018.04.28 08:28,5,0
819,10,관람객4를 안볼수없게 만들었네요.. 너무 재밌습니다 ,bin0802(leeh****),2018.04.28 08:10,5,0
820,10,온 우주의 최강 타노스가 하찮은 지구인아이디를 빌려 글을 쓴다...번역한 새끼나와... ,살도둑(petr****),2018.04.28 08:09,5,0
821,10,히어로 영화라고 생각했는데...10번의 탄식과 3번의 울컥함. 영화 보는 내내 나를 쥐락펴락 ,제레미쿠(jere****),2018.04.28 07:52,5,0
822,8,관람객믿고 보는 마블 이랄까 하지만 2019년까지 어찌 기다릴꼬.. ,hidr****,2018.04.28 07:02,5,0
823,10,마블에 관심없는 사람들이 재미없다고 해서 안볼뻔ㅋㅋ보는 내내 누가 다치면내가아픈듯 인상쓰고 간만에 아무 생각없이 동심으로 돌아갔네요.또 봐야지 ,유초롱(a244****),2018.04.28 06:39,5,0
824,10,진짜 10점이 아니라 20점쯤 줘도 아깝지 않은 영화다 ,루시퍼(lucy****),2018.04.28 05:48,5,0
825,10,어벤1 어벤2편은 진짜 비교가안된다 인피니티워는 진짜최고다 4편이 남았기 때문에 여운을 남기고 끝이났지만내년까지 기다리기 힘들다ㅜㅜ ,감자돌이(itti****),2018.04.28 05:24,5,0
826,10,역대 최고의 스케일을 다룬 마블 영화 ,찡찌(flck****),2018.04.28 05:23,5,0
827,10,관람객말이 필요없다 그냥 굿굿 ,skag****,2018.04.28 03:40,5,0
828,10,관람객정말 역대급 영화였음! ,송명규(cdke****),2018.04.28 02:58,5,0
829,10,관람객스포 당하고도 기대 이상이었던 영화!  내년이 기다리진다 ,KI(eoak****),2018.04.28 02:22,5,0
830,10,관람객몰입감 엄청납니다. 후편이 기대되는군요! ,트앗(mhj8****),2018.04.28 00:19,5,0
831,10,관람객닥터의 제대로 된 대사를 알면영화제목이 왜 인피티니워인지 알 수 있음 ,gloo****,2018.04.27 23:58,5,0
832,10,결말은 너무햌ㅋㅋㅋ 다들 벙쪄있음ㅋㅋㅋㅋ그래도 존잼 역시 마블 ,토마스(audw****),2018.04.27 23:23,5,0
833,10,영화가 끝난 후 충격과 공포는 말로 표현할 수 없다. ,내문서알집(izo1****),2018.04.27 23:12,5,0
834,10,미친 영화 미친 영화 제대로 미친 영화 ,정연(youd****),2018.04.27 22:52,5,0
835,10,ㄹㅇ 현타와서 일상생활 못하게 만듦.. ,JH(jsd1****),2018.04.27 22:50,5,0
836,10,진짜 딱 영화가 끝나고 한참 멍했음.. 오역 알고나선 좀 덜했는데 진짜 내가 본 히어로 영화 중에 제일 충격받은 영화.. ,정현이(aa02****),2018.04.27 22:50,5,0
837,10,대박이다. 이런결말이나오리라 상상할수도 없었다. ,수현아빠(hanr****),2018.04.27 22:50,5,0
838,10,관람객진짜 꼭 3번이상 본다 이영화 만큼은... ,frame(lop1****),2018.04.27 22:46,5,0
839,10,역대급을 기대하고 갔는데 다른 의미로 역대급..  토르가 해머로 내 머리를 때린 느낌이다 ,뽁탄쥬(by_w****),2018.04.27 22:44,5,0
840,10,빨리 어벤져스 4 개봉해서 타노스 박살내고 히어로들 돌아왔음 좋겠음ㅜㅠㅜ.... ,2ne1 빠(ycr7****),2018.04.27 22:41,5,0
841,10,나도 영화 볼만큼 본 사람인데 이렇게 엔딩이 충격적인 영화는 처음이다..엔딩만 놓고 따졌을땐 쏘우나 호스텔같은 엽기호러가 가족용 애니메이션으로 느껴질 정도..히어로 무비를 늘 편견어린 시선으로 폄하하던 동료 평론가한...,박평식(park****),2018.04.27 22:26,5,0
842,8,관람객정신없이 봤다 토르가 짱이구나 ,gree****,2018.04.27 22:21,5,0
843,10,"제가 마블의 광팬도 아니고 그냥저냥 좋아하는 1인으로 항상 보고도 욕하면서 또 보는 영화였는데, 인피니티 워는 차원이 다른 듯 중간에 모이는 과정에서 살짝 지루한데 이건 뭐 그냥 최고인 듯, 다 모이니 이렇게 재밌을...",람바다(6sen****),2018.04.27 22:08,5,0
844,10,히어로영화에서 느끼는 이런 깊고 어두운 심오함... ,림노(kaub****),2018.04.27 21:20,5,0
845,10,"최대의 큰그림, 최고의 스토리, 최고의 그래픽, 갑분띠 결말, 최악의 번역가 ",이준석(jsle****),2018.04.27 20:48,5,0
846,9,마블은 언제나 진리다. 실망 시키는법이 없지. 근데 시간은 조절 잘해라. 화장실 갔다왔는데도 마렵더라 ,오소오소(flae****),2018.04.27 19:57,5,0
847,10,최고다... 시리즈물이 이렇게 재밌을수가... ,밍서율(kill****),2018.04.27 18:26,5,0
848,10,토르 지구 귀환씬에서 지렸다 ,X5맨(cbry****),2018.04.27 18:14,5,0
849,10,관람객9점이였는데 난 오히려 결말때문에 10점준다 ,까망이(ydy5****),2018.04.27 18:09,5,0
850,9,"잘만들었네요, 악당 위주로 그 누구의 중심 전개도 아닌, 잘 풀었네.. ",kiki****,2018.04.27 17:42,5,0
851,10,영화를 만들면 만들수록 더 진화해가는 건 마블 밖에 없는것 같다. ,알이즈웰(tony****),2018.04.27 17:31,5,0
852,10,여태까지 개봉한 마블 영화에 쏟은 애정만큼 보답하는 영화 ,서보름(tglu****),2018.04.27 17:10,5,0
853,10,"3편은 마지막 페이지의 4편을 위한 포석일뿐, 무엇보다 닥터스트레인지의 화려하고 압도적인 전투씬을 볼 수 있는것만으로도 눈호강. 그 외 개인대 다수, 다수대 다수의 영웅들간의 전투씬두 압권. ",김나윤(kore****),2018.04.27 16:50,5,0
854,10,관람객재밋는데 2가너무나 궁금해진다 똥싸다 끊긴 느낌 ,Nio블랙데이(choi****),2018.04.27 13:40,5,0
855,10,토르가 젤 멋있다... ,ㄷㄱ(zhff****),2018.04.27 12:47,5,0
856,10,타노스...그냥 미친 놈인줄 알았는데 고뇌하는 미친 놈이었네. 영화 보기 전에 화장실 다녀오세요. ,히로(kuni****),2018.04.27 08:49,5,0
857,10,관람객악당에게 감정이입을 해보다니 ,박지훈(ship****),2018.04.27 05:23,5,0
858,10,제 정신 아닌 사람이 신념을 가지면 무섭다 ,크레연(gusr****),2018.04.27 04:07,5,0
859,10,"역대 어벤져스 중 최고. 빠른전개, 충격적 죽음들 ",ehgu****,2018.04.27 03:34,5,0
860,9,닥스가 우리가 이길법이 하나 있다는걸 의미심장하게 말해놓고 우린 끝났어가 말이나 되냐; 뜻이 비슷하세 틀린것까진 이해하깄는데 내용을 망치는건 쫌 아니라고 본다; 그리고 쿠키에 엄마는 무슨 엄마; 비젼 능력 없어졌다했...,정규(wjdr****),2018.04.27 03:07,5,0
861,10,"그냥 고교 졸업생도 눈치챌 정도로 오역이 많습니다. 재미와 감동을 의도한 부분은 오역때문에 밋밋하게 넘어가버리고, 희망이 있음을 암시하는 부분 역시 잘못 번역되어...그냥 노답트롤 스타로드+ 트롤2 닥터스트레인지 +...",라미에스(icem****),2018.04.27 02:29,5,0
862,10,스포 좀 달지마 쓰레기 새키들아 ,짱빨짱(newa****),2018.04.27 02:29,5,0
863,10,내삶의 일부분이 떨어져나간듯 한동안 벙쪄있었다 ,됴니(wldu****),2018.04.27 02:21,5,0
864,10,관람객꿀잼 솔직히 집중하느라 딱히 오역인거 못느낌 ,로킬(inbe****),2018.04.27 00:50,5,0
865,10,수많은 빌런들을 물리치고 우주를 구하는 주인공 타노스의 이야기 같았다.. 마지막 대자연을 보면서 씁쓸한 표정을 짓는 타노스는 정말.... ,이건모(13wn****),2018.04.27 00:22,5,0
866,10,"관람객충격과 공포의 이번 시리즈.. 참,. ",쩡(yjh5****),2018.04.27 00:11,5,0
867,9,ㅋㅋ영화 끝나도 다들안나감..충격먹었나봄.... ,눈에띄넹(suwo****),2018.04.27 00:04,5,0
868,10,관람객박지훈 번역가 말고 박지훈 오역가라고 부르자 ,잔월(rlaw****),2018.04.26 23:26,5,0
869,10,오바야 타노스 너무 쌔마동석이랑 팔씨름 상대 할만하겠어 ,Kbs(tks6****),2018.04.26 23:25,5,0
870,10,먹먹해여 빨리2탄나오쟈 ,나이스뇨자(cood****),2018.04.26 23:22,5,0
871,10,어벤져스 인피니티 워는 최고다 ,채짱도짱(xjvm****),2018.04.26 23:19,5,0
872,10,어벤져스가 뭔지 모르는사람 남들이 좋다고해서 와~ 이러는 사람 그냥 국산 드라마나봐라 악플달지말고. 마블영화의 집합체답다.  내년을 어찌 기다려야하나 그게 더 걱정이네 ... ,핫해치(osan****),2018.04.26 23:14,5,0
873,10,관람객와 진짜 계속 입벌리면서 봤습니다. 개쩝니다 ,짠(xnej****),2018.04.26 22:52,5,0
874,10,관람객눈코뜰새가 없단말이 이런거엿구나 싶음 ,dlr2****,2018.04.26 22:52,5,0
875,10,번역가좀 잘라주세요 제에발 ,뭔데이거(jif0****),2018.04.26 22:50,5,0
876,10,이보다 더 타노스를 잘 어필할수는 없다 ,최준혁(sker****),2018.04.26 22:45,5,0
877,8,타노스보다도 타노스 부하 마법사가 더 무서웠다 ,Lara K(i-la****),2018.04.26 22:41,5,0
878,10,다음 편에서 이 모든 게 어떻게 해결될 지 너무나 가슴 졸이며 기다릴 듯 ,cute****,2018.04.26 22:18,5,0
879,10,밑에분 얘기하신게 맞는듯 어벤져스4의 예고편을 본거같지만 잼있음 어벤져스 4에는 전부다 뭉쳐있는 장면 나오길~~ ,더닐(bums****),2018.04.26 22:08,5,0
880,10,관람객어벤져스 시리즈 중에 제일 충격이다 ,유재원(yuja****),2018.04.26 22:04,5,0
881,10,토르 뎡말 최고  마블에서 제일 좋아하는 캐릭터인데 젤 멋있게 나와서 행복하다 ㅜ 등장할때 넘모나 소름 ,두더지무우(ddjm****),2018.04.26 22:03,5,0
882,10,관람객스파이더맨 너무귀여워서 좋아하는데ㅜㅜ 마지막에 울엇습니다..ㅠㅠ ,김슬아(kims****),2018.04.26 19:52,5,0
883,10,관람객멋진영화임 다음이 기대됨 ,sami****,2018.04.26 19:16,5,0
884,10,가오갤나오고 영화분위기가바뀜 ㅋㅋ ,qkrt****,2018.04.26 19:11,5,0
885,10,관람객시작 초반부터 숨도 못쉴만큼 봤음.많은 히어로의 등장이 잘 연결됐고 스톰브레이커 사용하는 토르에 전율~ 예고편들 보고 추측했던... 예상못한 전개에 뒷통수!스포당하지 말고 보세요. 확~깨는 전개입니다.최고의 마블 영...,드림워크(drea****),2018.04.26 17:56,5,0
886,8,관람객영화끝나고 멍한 느낌이었고 멘붕이었다. 번역의 오류를 알고 기분이 매우 안좋았다. ,페트라(petr****),2018.04.26 17:45,5,0
887,8,관람객영어를 하나도 모르는 나도 뭔가 해석이 이상하다는걸 느꼈다.. ,신갑례(geki****),2018.04.26 15:29,5,0
888,10,관람객영화를 자막 없이 봤으면 더 재미있게 봤을텐데... 어벤져스4를 기대하게 만드는 훌륭한 2시간 30분짜리 예고편이었다. ,박종훈(whdw****),2018.04.26 14:36,5,0
889,10,관람객마음의 준비를 하고 갔는데도 충격받음 ,키티장군(bgr6****),2018.04.26 12:51,5,0
890,9,관람객인간적으로 같은  돈 내고 수없이 다른 영화를 보지만 이건 아깝다는 생각이 안드네? 나만 그런건 아니죠? ,맛있는김포(envy****),2018.04.26 12:48,5,0
891,10,관람객2019년만 기다리게된다 ㅠ ,김지원(jxhn****),2018.04.26 12:39,5,0
892,10,관람객타노스 짱멋짐~~~~ 히어로인줄 ,최규성(ggon****),2018.04.26 11:02,5,0
893,10,"관람객23명의 인물들이 잘녹아들었음. 빠른 장면전환, 숨막히는 전개. ",고스트(kly2****),2018.04.26 10:08,5,0
894,10,관람객전투씬 대박이었습니다. 총출동 굳 ,김현빈(hyun****),2018.04.26 09:38,5,0
895,10,관람객토니... 진짜 역대급 마블 영화... ,가은(yose****),2018.04.26 09:04,5,0
896,10,관람객개핵잼 토르 존멋탱이임 ,이윤주(yoon****),2018.04.26 08:03,5,0
897,10,4편도 용아맥으로 봐야지.. ,JY(rapi****),2018.04.26 07:46,5,0
898,10,이 돈 주고 이런 영화 보는거 감사했습니다. ,thec****,2018.04.26 06:39,5,0
899,10,관람객진짜 토르는..신의 한수엿다... ,이다솜(zxcv****),2018.04.26 03:11,5,0
900,10,진짜 미친 영화다.... ,이가영(aria****),2018.04.26 03:10,5,0
901,10,영화 끝나고 화가나면서도 평점 10점 줄수밖에없는 마블 최고의 수작 ,죽음과세금(yngw****),2018.04.26 02:47,5,0
902,8,관람객타노스 악당인듯 악당아님 ,박건서(pksy****),2018.04.26 02:42,5,0
903,10,관람객타노스 생각보다 인간적이네 ,메멘토(lhwd****),2018.04.26 02:36,5,0
904,10,미친영화.... 아바타 영화는 그제 먼지일뿐.. ,현지혜(mk89****),2018.04.26 02:31,5,0
905,9,관람객이런 결말은 예상 못했슴다ㅋㅋ 쿠키보고 소리지를뻔ㅋㅋ ,yr42****,2018.04.26 02:00,5,0
906,10,눈물난다. 보면안다 토르등장씬에서개지렸다 ,갓에넬(dldl****),2018.04.26 01:42,5,0
907,10,관람객어벤져스만큼 대단한 영화는 없다 내년까지 어떻게 기다리나요 ,이유진(lyji****),2018.04.26 01:41,5,0
908,10,관람객와.... 그냥 미쳤다.. ,범범이(qjad****),2018.04.26 00:29,5,0
909,10,히어로 영화보다가 운적은 처음이네요...너무 충격이었고 오늘 하루종일 멘붕이었어요 ,하핫(repl****),2018.04.25 22:50,5,0
910,10,관람객타노스는 아버지였다 흑 ,tnsr****,2018.04.25 22:43,5,0
911,10,관람객이건 두세번 볼 영화가 아니네....투디 삼디 포디 아맥 네번가즈아! ,zelg****,2018.04.25 22:41,5,0
912,10,관람객리얼 올타임 레전드... ,kdch****,2018.04.25 22:21,5,0
913,10,미래로가고싶다 어벤져스4 개봉하는날로 ,tlac****,2018.04.25 22:04,5,0
914,10,관람객무엇을 상상하던 그 이상의 충격이다. ,ozko****,2018.04.25 21:13,5,0
915,10,관람객결말이 굉장히 충격적이었다... 지인에게는 절대로 미리 찾아보지말고 보라고 추천하고싶다 ,에피소드(libi****),2018.04.25 20:40,5,0
916,10,관람객진심 와... 이렇게 충격적일수가 없음!!!액션 대박에 내용은 진짜 더 초 대박 ㅋㅋㅋㅋ갓 닥터스트레인지 이길 바라면서!! ,최인호(rago****),2018.04.25 20:37,5,0
917,10,관람객결말은 충격적이지만 역대급 마블영화였다....특히 스파이더맨 나올때마다 너무 좋았다 ㅠ ,Min(sinn****),2018.04.25 20:32,5,0
918,10,마블의 본격 제작비 줄이기 전략.. ,OnlyPopSong(just****),2018.04.25 20:12,5,0
919,10,절대리뷰보지 마세요 평점도 보지마세요 ,추은비(choo****),2018.04.25 19:54,5,0
920,10,관람객설마했던 결말... 진짜로 이럴줄은... 빅픽쳐 클라스가 다르다 ,더벅(tkvk****),2018.04.25 18:04,5,0
921,10,인간의 나약함과 토르의 각성 ,리준STYLE(reas****),2018.04.25 15:22,5,0
922,10,2019년 후속편이 더더욱 기대된다. 정말 재미있었다. 볼거리도 많고 내용도 내년에 나올 후속편으로 잇기 위한 역할을 하는 편이었다. ,떡마귀(beck****),2018.04.25 13:47,5,0
923,8,보면 다 똑같은 말을 할거같다 ,은진(tntp****),2018.04.25 13:42,5,0
924,10,관람객기존 마블 영화랑 다른 결말 ,수제불벅백개(love****),2018.04.25 12:52,5,0
925,10,"MCU 최고의 작품. 라그나로크,엔드게임보다 더 유잼. ",솔봄숲(jpk0****),2020.06.14 02:54,6,1
926,10,지금 이 시대 영화가 보여줄 수 있는 기술의 최고치를 본 것 같다 시리즈를 반 밖에 안 본 나도 빠져서 보게 됐다 영화를 넘어서 놀이공원에 온 것 같은 느낌 ,000(hhh1****),2020.05.19 23:54,6,1
927,10,관람객아주 재밌게 잘 봤습니다. ,JK(blue****),2019.11.18 09:58,6,1
928,10,이걸 영화관 가서 못본 내가 패배자 ,이세윤(idgg****),2019.10.06 01:09,6,1
929,10,마블 영화 중 최고 팀영화 ,kdoy****,2019.09.25 22:48,6,1
930,10,우아~~진짜 재미있는 영화입니다! ,또재맘(hye0****),2019.08.03 09:32,6,1
931,10,그동안의 해피엔딩이라는 틀을 부셨다 ,Bullt(subi****),2019.07.14 10:02,6,1
932,10,나는 마블작품을 되게 혐오한다 시대관이 확실히 정립되지 못했고 작위적이고 뻔한 클리셰에 결국엔 모든 영화가 자유의 가치를 말하고 정의는 승리한다 근데 이 작품은 나를 미소짓게 만든다 이것보다 완벽했던 마블영화는 없다...,유로파닭(goru****),2019.05.12 21:57,6,1
933,10,마블이 10년동안 쌓아온 이야기의 클라이맥스 인데 인워 한편만 보고 평점테러는 좀 오바 아닌가 이건 마치 원피스 734화 한편보고 이게 무슨 명작?? 신의탑 2부 193화 한편보고 이게 무슨 명작?? 이라는거랑 다를...,김명주(kchj****),2019.04.18 05:34,6,1
934,8,관람객간만에마블이네좋구나 ,열정(gkdl****),2019.03.09 07:26,6,1
935,10,3시간짜리로 안 만든 게 아쉬울 정도 ,seandean(sean****),2018.12.27 19:30,6,1
936,10,관람객꾸르잼!!!! 티비로도 구매했음 ,루이자(coun****),2018.11.07 15:08,6,1
937,9,관람객마블을 폄하했던 내 자신을 반성한다 ,hanl****,2018.10.21 13:40,6,1
938,10,관람객번역이 아쉽고 허망하네요.. ,킹왕짱주식(niga****),2018.07.14 15:02,6,1
939,1,관람객아마추어번역가 데려다 번역시켜놓고 무슨 영화표 만원이나 받아쳐먹냐 오역인 걸 알면 수정을 해서 상영하든가 해야지 이거 뭐 장난하는 것도 아니고 ,물망초(kko8****),2018.05.16 15:14,6,1
940,10,토르를 무기 성애자로 만들고 닉퓨리를 효자로 만들고 닥터를 쉽게 포기하는 그런 캐릭터로 만든 각본가 박모씨 다음편에서는 제발 사라지세요 소설쓰지마시고 유능한 번역가에게 넘기세요. ,홈런공장가동했나요(logi****),2018.05.07 17:59,6,1
941,10,관람객토르가 제일 멋있었고 스타로드가 제일 암걸렸다 ,박정빈(pcal****),2018.05.06 20:36,6,1
942,10,역대급이었고 보는 내내 입이 안 다물어짐 ㄷㄷ ,Hun(hunt****),2018.05.05 21:01,6,1
943,10,블랙팬서 왜 죽여 .. 많이 나오지도 않았는데 .. ,지원(smil****),2018.05.05 21:00,6,1
944,1,번역가 좀 잘라라 좀 ㅅㅂ 어캐 욕쟁이를 효자로 만들 생각을 했냐? ,PREMIT(nnm3****),2018.05.03 23:57,6,1
945,10,관람객타노스가 박지훈 번역가는 없애지 못했다 ,사파(arc_****),2018.05.03 09:49,6,1
946,10,"관람객우선 여태껏 본 마블 영화중에 최고였던거 같네요... 그냥 무조건 적인 액션이 아닌 뭔가 생각할 수 있는 여지를 남겨준 영화 그리고 ""이제 다 긑났낫어"" 라는 대사가 오역이 아닐 수도 있는거 아닌가요?...",김국장(mw10****),2018.05.03 08:51,6,1
947,10,와.... 토르 진짜 역대급 이다 ,도토리(co92****),2018.05.03 00:23,6,1
948,10,관람객시간이 너무 짧네요 5시간했으면 ,ohga****,2018.05.01 17:04,6,1
949,10,20명이 넘는 히어로들이 나오는데도 혼잡스럽지 않았다 ㄷㄷ ,Sanghoney(ksh0****),2018.05.01 14:27,6,1
950,10,번역이 진짜 화나게 하지만 나머지는 다 최고 2편이 기대됨 ,thsu****,2018.05.01 04:19,6,1
951,10,"어벤져스 역사상 최고의 스케일, 충격 ",김유민(yoom****),2018.04.30 19:09,6,1
952,10,"정말 마블영화중 최고의 영화다 이때까진 히어로들의 승리만을 그려냈다면  악당 타노스의 승리를 보여주며 화려하게 끝나고 다음 영화를 기대하게 만든다 길면 2,3년 후에 영화가 나올텐데 너무 기대된다 ",정ㅋ벅ㅋ(stou****),2018.04.30 19:07,6,1
953,9,관람객너무재밌었어요 다음편이 너무 기다려져요 ,연규(dusr****),2018.04.30 19:06,6,1
954,9,토르 지구진입 씬은 첨보는 장면이 아닌데 볼때마다 소름 ,erna(jein****),2018.04.30 19:00,6,1
