,별점,리뷰내용,작성자,작성일자,공감,비공감
576,10,에효...진짜 재미있는 영화를...중요한 키포인트에서 치명적인 오역을 해버리네...보는내내 내용과 좀 동떨어진 부분이 많아서 뭔가 번역이상한 느낌이었는데 아니나 다를까 박지X 번역가라고 말하기도 짜증나는 사람이 했네...,ange****,2018.04.26 01:11,6,0
577,9,관람객번역가가 결말을 개판해놓은거 빼고 다 좋았습니다번역 실화냐 ,Sephia(sepe****),2018.04.26 00:15,6,0
578,10,관람객어벤져스가 부릅니다 먼지가되어 ,딴또(gksq****),2018.04.26 00:08,6,0
579,10,관람객효자보러 왔습니다. 마더뻐 ,돌팔이(yh2b****),2018.04.25 23:07,6,0
580,10,관람객시험이 있었지만 후회하지 않는다 ,Rmcm(jand****),2018.04.25 20:38,6,0
581,9,관객이 원하는 걸 선사해준 마블에게 박수를 ,cosy(aris****),2018.04.25 19:40,6,0
582,6,"관람객이 영화를 보는건 이야기가 재미있기때문이 아니라, 이렇게나 커져버린 이야기 덩어리를 어떻게 풀어나갈지 궁금하기 때문이다. ",박준식(fahr****),2018.04.25 17:43,6,0
583,10,한반도에 와서 돼지 김정은과 삶은 소대가리 문재인 죽여주세요 ,KILLMOON(ligh****),2019.10.19 19:18,7,1
584,10,관람객두번보세요세번보세요 ,00(jise****),2019.05.22 11:05,7,1
585,10,관람객2편 빨리 보고싶다ㅠㅠ근데 로키는요? ,moon power(moon****),2018.11.13 15:18,7,1
586,1,관람객번역이 제대로 됏더라면 ,dasfsd(ctt8****),2018.05.16 11:52,7,1
587,10,"관람객마블의 집대성영화. 애들이 너무 좋아하고, 애들과 함께 마블영화 정주행중.. 다시 볼꺼에요~! ",생텍쥐페리가쓴하이쿠(djun****),2018.05.08 12:44,7,1
588,1,거품에 대한 제 나름의 분석 1. 스크린 독점 2. 경쟁할만한 영화의 부재 3. 마블팬들의 인터넷 댓글 덕질 혹은 알바 4. 그런 마케팅에 의한 기록갱신에 현혹된 본인과 같은 부류. 앞으로 흥행 영화의 핵심 세계관을...,muok****,2018.05.06 22:58,7,1
589,10,"제5공화국보다 수준이하인 택시운전사 ,1987도 천만찍는 헬조선인데 어벤저스 그나마 선방함. 진짜 스크린쿼터제도 짱나고 국산영화 애국심인지 시대팔이 감성팔이 맨날보는 그배우가그배우로 기본 5백만넘는 수준이하 국산영화...",반태병(tkgn****),2018.05.06 09:24,7,1
590,10,관람객닥터스트레인지는 자기들이 죽을걸 알지만 동료를 위해 희생 하네 끝까지 멋잇게 죽네 잘난놈 ,로코코(scw2****),2018.04.29 01:13,7,1
591,10,고상한척 점수 낮게주는것들 마블 영화 전편 보지도 안은것들 같은데 평가지체를 못하게햇음 좋겟다. 같은 재원을오 이정도급 영화를 만드는 감독이 세상천지에 어딧겟냐 ㅡㅡ 돈주고 꼭 극장가서 보세요. 전 3번째 보러 갑니...,seul****,2018.04.28 13:59,7,1
592,9,관람객번역좀 바꿨으면 ㅠ토르는 역시 신이였다 ,jean****,2018.04.28 10:53,7,1
593,10,가모라살리려구 소울스톤반납하거나 시간을 돌리지않을까요? ,상병김지뉘(awes****),2018.04.27 21:56,7,1
594,10,토르가 너무 멋있게나온다 ,leee****,2018.04.27 12:48,7,1
595,10,완다 너무 불쌍하자나ㅠㅠ 쌍둥이잃고 남친잃고... 근데 그렇게 힘들게 깨부신 비젼 스톤을... 너무 허무하게 손에넣었어 타농부!!! ,gjwl****,2018.04.27 03:35,7,1
596,10,관람객영화보면서 너무 재밌어서 영화가 끝나지 않았으면 하는 생각이 들었어요. 정말 이렇게 잘만들었다 생각이 드는 영화는 너무나너무나 오랜만입니다 ㅠㅜ ,bles****,2018.04.26 23:15,7,1
597,1,앞으로 박지훈이 번역이면 영화 안본다. ,블러노드(blon****),2018.04.26 21:23,7,1
598,10,미쳤다.... 그냥 미쳤다. ,goodear7(at80****),2018.04.26 20:01,7,1
599,10,비전 끙끙 앓기만했네..완다한테 기빨렸나 ㅋ ,해피투게더(esta****),2018.04.26 19:42,7,1
600,10,"살다 살다 히어로영화 보고 이런느낌받다니상영시간 마지막 영화였는데 사람많은것도 진풍경 꽉참예전에 반지의 제왕 간달프 말타고 나오는 등장씬이후로 이런 소름을 느껴본적 없었는데토르 와칸다 등장씬, 캡아 등등 계속 소오름...",족발짱(yong****),2018.04.26 04:32,7,1
601,10,찝찝하다 진짜로 그러나 재밌다 ,123(h010****),2018.04.25 15:59,7,1
602,10,관람객확률 ㅈ망 게임...  그래도 꿀잼 인정 ,kim(kim7****),2018.04.25 13:09,7,1
603,10,결말도미쳤고 영화도미쳤고이건진심미쳤어;;;;어벤져스1때도 4번봤는데... 이건몇번볼라나 ㅋㅋㅋ저녁에또보러가야지 ,김명우(dpfl****),2018.04.25 12:56,7,1
604,10,관람객시간가는줄 모르고 봄 10자 ,김현호(hoya****),2020.02.12 23:07,8,2
605,10,아쿠아맨 보고 느꼈다. 인피니티워가 진짜 짜임새가 좋은 히어로 영화인겅 ,최와와(choi****),2019.01.20 11:45,8,2
606,1,영화 진짜 재밌는데 평점 잘주면 박지훈 오역가 또 쓸까봐 안줍니다. 제발 바꿔주세요 ,아침에알로에(ehs_****),2018.05.06 13:08,8,2
607,10,토르 와칸다 등장씬 진짜 본 영화중에 역대급 소름... ,김새움(mbc9****),2018.04.30 06:44,8,2
608,10,토르 머리 자른게 훨 멋있다.  이번편이 제일 재밌네.. ,코코몽(ajun****),2018.04.29 08:46,8,2
609,1,별로다  보는 동안   지루함 ,해피데쉬(hsle****),2018.04.29 00:09,8,2
610,7,제목변경 추천한다. 타노스 : 인피니트워...주인공은 타노스다. ,미카엘(dhsl****),2018.04.25 18:04,8,2
611,8,관람객어벤저스4가 기대되네요 ,44leaf(wheo****),2018.04.25 13:52,8,2
612,10,마블과 동시대에 살고 있어 감사할 정도이다 ,김재홍(2wog****),2020.03.27 04:29,9,3
613,1,박지훈 ㅗㅗ 진짜 퇴출해라 ,dine****,2018.04.26 19:19,9,3
614,8,"스포일러가 포함된 감상평입니다. 감상평 보기엔드게임보고나서 보니 선녀임, 근데 가모라 그렇게 소비한거 정말 싫었고 빌런한테 서사가 너무 많음, 그리고 이렇게 이룰거 다 이루고 귀농까지 하는 빌런은 진짜 처음보는듯ㅋㅋ ",배소미(mkmi****),2020.05.09 00:11,5,0
615,10,다시 봤는대 재미면에서는 엔드게임보다 수작이라고 생각한다 다만 엔드게임은 어벤저스의 시작이자 마지막이라할수있는것의 끝 매듭이라 고평가되는부분이있지 ,빙다리핫바지(cidd****),2020.03.11 12:58,5,0
616,10,엔드 게임으로 이어주는 다리 같은 영화지만 스토리 라인이 탄탄하여 굉장한 몰입감을 느낄 수 있다.. 말로 표현 할 수 없는 보고 난 후의 공허함... ,Planet J(blue****),2020.01.01 18:38,5,0
617,10,꿀잼꿀잼꿀잼꿀잼꿀잼 ,피카츄(pika****),2019.09.01 08:23,5,0
618,8,MCU의 정점이자 인피니티 ,timeist(chun****),2019.08.28 11:39,5,0
619,10,번역가 짤라용ㅇ욯ㅎㅎㅎ ,박주미(jumi****),2019.08.15 22:13,5,0
620,10,재미있어요.  많이 봐주세요 ,ohbj****,2019.08.13 21:48,5,0
621,10,엄마...할말이 읍다 ,레일리(gamh****),2019.08.04 03:04,5,0
622,10,꾸르잼 인정?? 어인정 ,주현서(ju69****),2019.07.31 13:31,5,0
623,10,갠적으로 이 편이 젤 잼었다 .. ,민(min_****),2019.07.11 22:32,5,0
624,10,마블 처음부터 정주행해서 여기까지 왔네여왜 이걸 이제야 봤을까ㅠㅠ 토르 짱.. ,gldgld(dami****),2019.07.10 03:49,5,0
625,9,처음부터 끝까지 쉴틈없이 쏟아지는 명장면들 ,LTG(tg97****),2019.07.07 17:09,5,0
626,10,아무리 생각해봐도 어벤져스랑 타노스는 체급이 너무 차이가 나서 굉장히 무리한 싸움이었다는 생각이 든다. 이건 뭐 초딩이랑 어른의 싸움같았어~ ,영화광(nx00****),2019.06.08 21:15,5,0
627,10,번역가좀 짤라 번역을 개판으로 하고 있잖아 ,tkw(tkwh****),2019.06.03 16:42,5,0
628,9,히어로 무비의 한획을 그은 명작 마블의 절정 단계 오프닝과 엔딩은 다른 모든 영화들과 비교해도 십상타치 ,음(pakr****),2019.05.24 02:28,5,0
629,10,타노스님... 당신은 옳았어...스포 어느정도 듣고 가서 봤는데도 마지막에 뒷통수 망치로 얻어맞은거같았다... ,욕망(esse****),2019.05.17 02:39,5,0
630,10,니들 스타로드 때문에 자꾸 욕하는대 스타로드 아니였으면 타노스 건틀렛 뺏기고 그다음 엔드게임이라는 명작이 나올수 있었을까?? ,Nomommashi(dlrm****),2019.05.08 17:44,5,0
631,10,완벽한 앤딩을 위한 완벽한 발판 ,윤권희(qazq****),2019.05.07 03:21,5,0
632,10,내가 본 어벤져스 영화중 최고!! ,꾸아(defc****),2019.05.01 19:11,5,0
633,7,149분짜리 엔드게임 예고편 ,음악평론가(mard****),2019.04.29 04:28,5,0
634,10,결말 충격이네...저렇게 끝날 줄이야~ ,미나미(dequ****),2019.04.26 19:12,5,0
635,10,제국의역습에 버금가는 비장미에 충격받았음 액션과 그래픽과 스케일도 역대최고고 엄청난 걸작임 ,파란하늘(swat****),2019.04.26 14:45,5,0
636,8,엔드게임을 위한 거대한 예고편 ,그림형제(kjj0****),2019.04.26 13:02,5,0
637,10,다시봐도 눈물나오네ㅠㅠ ,멀바뚱땡아ㅗ(wkdr****),2019.04.11 02:01,5,0
638,10,작년에 극장에서 봤지만 마블영화중에 가장 최고치를 찍은 영화가 아닐까 생각듬 ,지오(lbso****),2019.04.07 21:49,5,0
639,10,인생 최대로 흥미로운 영화 ,wqeqwsaxg(kch2****),2019.04.03 22:19,5,0
640,10,와 이거 안보면 후회할 영화다 ,정준기(lege****),2019.04.02 22:24,5,0
641,10,역대 최고의 마블 영화입니다! 정말 대박이네요. ,Kate Barton(ygh1****),2019.04.02 20:01,5,0
642,10,마블 시리즈중 제일 절망적인데도 계속 다시보고싶다.. 히어로들이 다 만날때 내가 다 뿌듯하고 행복 사랑해요 마블 브금은 언제들어도 소름 ,강지수(7749****),2019.03.28 01:30,5,0
643,10,"닥스,토르,아이언맨,캡아,스파,가오갤,헐크,블팬....서로 코드 다르고 솔로무비 있는 mcu 캐릭터들을 2시간 반 안에 완벽하게 녹임. 옛날 반지의 제왕과 해리포터는 중간에 쉬싸고 싶어 뒤졌는데, 인워는 음료도 안샀...",입시오선생(powe****),2019.03.27 01:35,5,0
644,10,이 영화는 ㅂㅈㅎ이 망쳤다. ,데드풀(mcwi****),2019.03.17 19:57,5,0
645,10,제가 본 마블 영화중 에 제일 재밌었어요 굿~ ,hng(niki****),2019.03.09 16:40,5,0
646,10,너무 너무 너무 재밌었어요~~^^명장면도 많고 제가 본 영화 중 가장 재밌었던거 같아요~~ 제~~~일 명장면은 그루트에 팔을 희생하여 토르의   망치가 새로 만들어 져서 토르가 마지막에 타노스 가슴에 던진 장면이 최...,suyu****,2019.03.09 16:23,5,0
647,10,DC는 이 영화를 보고 본 좀 받아야 됨 ,포모나(esce****),2019.02.16 17:56,5,0
648,10,다시생각해도 너무잘만들었던.... ,음밥해(ooll****),2019.02.12 09:36,5,0
649,10,와 난 왜 이 영화를 이제야 보았는가..보고나서 할말을 잃음 진짜 보고나서 충격의 도가니탕됨.. ,skjtbbbtsscn(skjt****),2019.02.09 01:12,5,0
650,8,왜 어벤저스가 진거임? ,hjko****,2019.02.07 13:30,5,0
651,10,ㅠㅠ 타노스 이놈아 비전 살려내 ,NT(di47****),2019.02.06 21:56,5,0
652,10,"로버트다우니주니어,톰홀랜드♡ ",나용(kimn****),2019.02.02 13:36,5,0
653,10,죽기직전에도 어머니를 생각하는 닉퓨리의 효심에 감동먹음. 아이들이 보고 배워야할듯. ,taij****,2019.01.28 17:26,5,0
654,9,여전히  보여줄게 남아있음을 과시한 마블. ,광분(choi****),2018.12.28 20:59,5,0
655,9,관람객ㄹㅇㄹ 재미있다. ㄹㅇㄹ 개꿀잼 ,리젠(core****),2018.12.28 19:48,5,0
656,10,정말 매 장면마다 감탄이 절로나오고.. 충격적으로 재미있었다. 마블 영화를 처음부터 이해하고 본 건 신의 한 수. ,자연속의삶(min3****),2018.12.28 19:42,5,0
657,10,사작하자마자 토르 아작나고 마지막에 히어로들 미세먼지 만들때까지 숨고를 틈도 없이 마라톤거리를 100미터 전력질주한 느낌이랄까... ,jimm****,2018.12.25 01:44,5,0
658,10,엄청난 반전영화엮음.. ,뭐(kktb****),2018.12.23 22:14,5,0
659,10,관람객굿굿굿굿구ㅛ굿굿굿굿 ,리키(leak****),2018.12.19 14:35,5,0
660,10,로키 살아돌아오죠..? ,달빛(9274****),2018.12.16 17:34,5,0
661,8,관람객내년만 기다리고 있다 ㅎ ,이안(aska****),2018.09.19 13:25,5,0
662,9,관람객시간 가는줄 모르고 재밌게봤습니다 ㅎㅎ ,ejfl****,2018.07.31 08:51,5,0
663,10,예약구매하고 설레는 마음으로 기다리다가 12시 되면 바로 보려고 치킨 맥주 다 준비했는데 기다리길 두시간 다되가네 네이버는 말많아도 본편은 풀었던데 우리는 뭐임? 자막 이상해도 상관없으니까 빨리 쳐 풀어라 이것들아 ...,꾼꾼(leaf****),2018.07.31 01:43,5,0
664,10,관람객악당의 눈물에 동요되는건 왜일까~ 대단하다 ,유민맘(kimj****),2018.07.14 23:37,5,0
665,10,관람객꿀잼이에여!믿고보는!!! ,xord****,2018.07.14 22:03,5,0
666,10,관람객역시 마블 ♡ 죽지마요 로다쥬 ,룡룡(ackh****),2018.07.14 21:34,5,0
667,10,관람객완전 재밌었어요!!! 역시 어벤저스 ,케씨(kayc****),2018.07.14 20:45,5,0
668,10,관람객소문대로 볼게 많았던 영화였습니다 ,왕미남(wang****),2018.07.14 19:38,5,0
669,10,관람객재미 있습니다.... ,hjeo****,2018.07.14 17:48,5,0
670,10,관람객역시 마블은 재밌다 다음편을 기다리며... ,any8****,2018.07.14 16:59,5,0
671,8,관람객다음 편 빨리 보고싶어요 ,밥잘누(silv****),2018.07.14 16:59,5,0
672,10,모든걸 압도하는 타노스와 최강 미모 스칼렛위치...어벤져스2에서보다 더 예쁨 ,이이잉(free****),2018.07.01 23:58,5,0
673,4,"관람객번역가 똥쓰레기,,, 플라잉도넛에서 토니가   피터한테 치는 대사중에  '여기는 놀이공원이 아니야'라고  번역되어있는게 있는데  원래는  '이건 벌처전투때와는 달라' 였다고 하네요  홈커...",엄윤아(djad****),2018.06.10 12:15,5,0
674,10,관람객토르 너무너무 멋진거아니냐 ...ㅠㅠ ,sint****,2018.05.22 01:48,5,0
675,10,관람객두번봐도 재밋으니 세번봐야겟다 ,호두양(err_****),2018.05.15 16:02,5,0
676,10,관람객로고나오면서 무전소리들릴때부터 시간순삭 ,파펠본(junh****),2018.05.14 19:49,5,0
677,10,스파이더맨도 멋있지만 토르가 짱 머시따.. 짱 ,예슬(myen****),2018.05.14 19:34,5,0
678,10,관람객여러 캐릭터들을 한자리에서 보다니 진짜 재밌었습니다 ,목탁(smy7****),2018.05.13 21:45,5,0
679,10,관람객마블에게 충성한 사람만이 맛볼 수 있는 최고의 열매 ,heathy(miss****),2018.05.12 19:19,5,0
680,10,관람객딴건 모르겠고 토르만 간지난다 ,Eun(dmsd****),2018.05.12 15:22,5,0
681,10,관람객와칸다 뽀에버!!!! ,지현(haoh****),2018.05.11 00:37,5,0
682,10,재밌게 봤는데 옆에 커플 영화 보는 내내 속닥속닥 바닥에 쓰레기도 그냥 다 쳐버리고 갔더라. 영화시작 하기 전에 에티켓 백날 틀면 뭐하나 저런 무개념 노답들은 영화에서처럼 처럼 개패야된다. 대연CGV 16:40분 3...,레비(hkwo****),2018.05.10 22:05,5,0
683,10,관람객잼있어요 두번 세번 보세요 ,love****,2018.05.10 14:37,5,0
684,10,관람객각 마블 캐릭터간의 만남을 잘 섞어낸 작품. ,dnjs****,2018.05.10 10:51,5,0
685,10,관람객최종빌런은 박지훈.. 오역가만 아니었음 정말 좋았음 ,웽(dawo****),2018.05.10 00:11,5,0
686,10,소문난 잔치에 먹을게 많더라 ,yaps****,2018.05.09 18:25,5,0
687,10,토르 와칸다등장씬은 소름돋았음 ,jsj6****,2018.05.08 04:46,5,0
688,8,관람객번역가좀 짤라주세요 제발번역가좀 짤라주세요 제발번역가좀 짤라주세요 제발번역가좀 짤라주세요 제발번역가좀 짤라주세요 제발번역가좀 짤라주세요 제발번역가좀 짤라주세요 제발번역가좀 짤라주세요 제발번역가좀 짤라주세요 제발번역가...,안녕하세요(piam****),2018.05.07 20:20,5,0
689,10,관람객현시점 내 인생 최고의 히어로 무비. ,seattlewashington(dlwl****),2018.05.07 19:45,5,0
690,10,관람객역시 토르의 전투력은 어벤져스중의 최고 깡패수준 ,김똥ㅋ(rlad****),2018.05.06 23:15,5,0
691,8,"오역 더럽게 많네.. 이 영화 번역가에게 다시는 번역 맡기지 마라.   가망이 없어,  어머니가 오역의 전부가 아니다. 군데군데 의미를 애매하게 만드는 번역 수준.. ㄷㄷ  차라리 내가 더 잘 번역할 수 있다고 장담...",멧이(bong****),2018.05.06 23:09,5,0
692,1,번역가 진짜 왜 계속 쓰는지 모를 ,시연(skfk****),2018.05.06 14:53,5,0
693,10,솔직히 제목 어벤져스가 아니라 토르 : 어벤져스 해야댐 ,얘쁘니(ej_0****),2018.05.06 12:06,5,0
694,10,내가 지금까지 봤던 영화중 제일 흥미롭고 제일 충격적으로 봤던영화 ,최다빈(mtmr****),2018.05.06 10:42,5,0
695,10,최고에요 너무 경이로움 ,이문수(dlan****),2018.05.06 10:38,5,0
696,10,진짜다 진짜가 왔다... ,gm_d****,2018.05.06 10:35,5,0
697,10,환상적이다 정말 너무 재밌어 ㅠㅠ ,홈런볼대마왕(dong****),2018.05.06 09:22,5,0
698,10,와칸다 포에버 개머싯다 ,유진이(sck0****),2018.05.06 09:19,5,0
699,10,관람객최곤데요. 다양한 히어로들의 액션씬과 볼거리들로  즐겁게 관람했어요. ,성일 보고싶다(kst-****),2018.05.06 09:07,5,0
700,8,딴건모르겠고 토르 지구등장 신에서 망치질 개소름 ,김정완(nano****),2018.05.06 01:13,5,0
701,8,관람객토르 개멋져 후잉후잉ㅠ얼류류류유 ,별명(s0l2****),2018.05.06 00:51,5,0
702,10,관람객역시 마블 실망시키지 않아. 토르는 다시 봤어. 인피니티 짱잼이네요. 번역은 아쉽지만 나름 재밌었습니다. ,강승원(kswp****),2018.05.06 00:36,5,0
703,10,"오늘까지 해서 총 두 번 봤는데, 아직도 결말이 잊혀지지 않네요. 마블 팬인이라 그런지 조금 더 충격적이었고요. 내년 기대하겠습니다! ",곤(tiny****),2018.05.05 22:27,5,0
704,10,최고의 영화 걸작을 찍었어 ,lagoon(blul****),2018.05.05 21:56,5,0
705,10,오늘 영화를 봤는데  마블의 절정체를 보는듯했다 ,rte6****,2018.05.05 21:55,5,0
706,10,캡틴마블은 닉퓨리의 엄마입니다. 동료가 죽자 어머니의 안부를 물으려다가 죽어버리는 장면에서  눈물이... ,졸크(ssjj****),2018.05.05 20:56,5,0
707,10,이렇게까지 안해도 어차피 후편 볼건데  너무 멘붕결말 ㅜㅠ  근데  원년멤버만 싹남은건 우연? ,타로(tech****),2018.05.05 20:26,5,0
708,10,토르 와칸다 귀환할때 지림 ,ggwploll(kyh7****),2018.05.05 16:18,5,0
709,10,모든 게 충격적... 토르 간지가 철철 흐른다.. 토르 와칸다 참전씬 임팩트 지림 ,김수영(tndu****),2018.05.05 15:58,5,0
710,10,관람객ㄷㄷㄷ 명불허전ㅋ재밌습니다ㅋㅋ ,껄껄껄(chj1****),2018.05.05 15:46,5,0
711,10,관람객오역을 이미 알고 간 상태라 큰 짜증 없이 잘 보았습니다. 역시 어벤져스네요. 번역은 좀 아쉽지만... 4편이 매우매우 기대됩니다. 근데 타노스는 악역이지만 은근 공감 간다는.. ,고랑(lyse****),2018.05.05 15:44,5,0
712,10,토르 스톰브레이커 등장 장면은 정말 역대급이었다. 온몸에 소름 돋으며 전율이 흘렀다. 역대급 마블 영화와 악역 타노스. 하지만  꽤나 허탈했다. 헝거게임2 엔딩 장면 같달까. 엥 이게 끝이야? 싶었다. 마블 시대에 ...,민(alsg****),2018.05.04 22:18,5,0
713,10,미쳤다 토르 핵 잦간지 ㄷㄷ ,인사맞나(dhn9****),2018.05.04 22:18,5,0
714,9,관람객타노스와 어벤져스의 사상차이 순수악은 없다. ,이상현(shl1****),2018.05.04 22:14,5,0
715,10,으으 다음편 빨리내놔라 마블녀석들아 ,쿠우쿠우(ksfi****),2018.05.04 20:18,5,0
716,9,관람객어벤져스 시리즈 중에 제일 재미있게 본거 같습니다.. ,미듬(kose****),2018.05.04 14:26,5,0
717,10,그냥보삼 두번보삼 세번보삼 ,oko(okob****),2018.05.04 14:18,5,0
718,10,진짜 끝나고 너무 벙쪄있었다... 토르 최애캐됨 개멋져 ,초연하게(choy****),2018.05.04 11:16,5,0
719,9,캡틴 첫등장하면서 배경음악나올때 나 눈물남.. ,풀잎(wsx1****),2018.05.03 21:37,5,0
720,10,와.. 재밋고 충격적이다 ,무우(rjsa****),2018.05.03 21:09,5,0
721,10,관람객재밌음 어벤져스4가기대됨 ,3512353(dbdy****),2018.05.03 19:09,5,0
722,9,다된 어벤져스에 박지훈 뿌리기 ,전대팬(jinj****),2018.05.03 14:20,5,0
723,10,관람객2시간30분이 30분처럼 느껴졌어요 너무재미있어요 ,겨울(ljj5****),2018.05.03 09:56,5,0
724,10,관람객2탄이 내년에 나완다는거때문에 별점 1점 주고싶을정도로 재미있음 ,게이버댓글개선위원회(qord****),2018.05.03 08:45,5,0
725,8,관람객한창 스토리가 진행되다 갑자기 끝나버린듯한... 뭔가 상당히 호무한 느낌이다. 그래도 볼거리는 많아서 재밌게 봤다. 후속편과 함께 이어서 보면 너무 재밌게 볼수 있을듯! ,Wenge(baro****),2018.05.03 08:00,5,0
726,10,관람객어벤져스... 역시는 역시다. ,민돌이(deat****),2018.05.03 02:30,5,0
727,10,관람객너무재미있게봤어요 추천~! ,mcyj(msyj****),2018.05.03 00:46,5,0
728,10,관람객역시 마블 영화네요 믿고 보는 마블 ,멍청한딱따구리(wnsd****),2018.05.03 00:44,5,0
729,10,관람객진짜제인생영화입니다ㅠ어벤져스4 기대하겠습니다 ,아니(wer8****),2018.05.03 00:39,5,0
730,10,관람객너무너무너무너무 재미있어서 한번더볼꺼야!!! 아진짜 넘나 멋있어서 눈물났엉 ,bain****,2018.05.03 00:37,5,0
731,10,관람객마블 너란 놈...정말 대단하잖아 ,홍이(dlfg****),2018.05.02 23:55,5,0
732,10,마블 10년 영화중 최고 ,토마(suma****),2018.05.02 23:44,5,0
733,10,관람객역시 어벤져스다  너무 재미있게 잘봤어요 끝이 좀아쉬워서 보다만 느낌이긴 하지만. 다음이 기대됩니다 ,choh****,2018.05.02 23:39,5,0
734,10,관람객이건 진짜 미쳤다. ㄷㄷㄷ ,csa1****,2018.05.02 23:32,5,0
735,9,관람객영화자체는  좋았지만 박지훈씨 자막덕분에  내용이해가 힘들었네요 마블코리아 박지훈 좀 쓰지마세요 ^^ ,최쥐(worb****),2018.05.02 16:57,5,0
736,10,역시 마블 최고네요!!! ,j_ma****,2018.05.02 15:57,5,0
737,10,감독위의 번역가. 번역가 맘대로 영화 스토리를 바꿀수 있다. 번역가가 짱이다 ,Ricardo Kim(skyk****),2018.05.02 15:32,5,0
738,10,관람객미세먼지의 주범을 찾았다 ,ball****,2018.05.02 10:19,5,0
739,9,관람객번역구림. 영화는 잘만듬 ,너외롭구나(atsa****),2018.05.02 04:18,5,0
740,10,관람객자막이 잘못이지 영화는 잘못이 없어요 ,메이(alsd****),2018.05.02 01:41,5,0
741,10,관람객진짜  토르가  지구에  등장 씬은 ... 용산  아이맥스로  한번 더 보고 싶다 생각했어요..신 다운  장면  꺅 ,이소민(your****),2018.05.02 00:41,5,0
742,9,번역가만 바꾸면 10점 만점의 10점인 영화입니다캐릭터들의 분량과 캐미는 역대급이였고이야기는 순조롭게 잘 풀려나갔습니다저는 개인적으로 타이탄에서의 전투가 가장 맘에 들었네요 ,박은성(euns****),2018.05.01 22:41,5,0
743,10,토르가 이정도면 헬라는 얼마나 강하고 수르트는 얼마나 더 쌨던걸까...ㄷㄷ ,Mesia98(mesi****),2018.05.01 22:27,5,0
744,10,가장 많이 느꼈던 건 토르가 신이였다는 것 또 마냥 밉지만은 않은... 악당 이었다는 것너무너무 재미있었어요 인생이 힘드신 분들 이거 꼭 보세요 내년까지 살 이유가 생깁니다 ,박시현(happ****),2018.05.01 21:52,5,0
745,10,타노스는 dc의 조커와도 견줄만한 마블 역대 최고의 빌런이다. ,STARK(lshc****),2018.05.01 21:43,5,0
746,9,종합선물세트 이거 보기전에 적어도 아이언맨 토르 캡틴아메리카 갤럭시 시리즈 스파이더맨 블랙팬서 등 각 히어로물 한편 정도 씩은 보고 가길 ,INY(rudx****),2018.05.01 21:41,5,0
747,10,아진짜 영화값이 전혀 아깝지않은 영화. 마지막에 현타옴. 걍 타노스 영화라고 보면됨. ,공대인(llil****),2018.05.01 21:34,5,0
748,10,관람객초2 아들이 영화 끝나면서 하는 말...'영화가 왜 이런식으로 끝나요jQuery22407445451793898027_1525177644057?'ㅋㅋㅋㅋ ,레이나(cool****),2018.05.01 21:32,5,0
749,10,끝나고 완전 벙쪄있었는데.. 그냥 엔딩이 잊히질 않는다 마블 굳이 토니 앞에서 피터 죽였어야했냐고...ㅠㅠㅠ 맴찢 ,김민영(miny****),2018.05.01 20:56,5,0
750,10,관람객토르가 이렇게 쎌 줄이야!! ,shak****,2018.05.01 20:50,5,0
751,10,관람객좌석에 앉았을땐 좌석에 등을 기대고 있었다.     약 15초 정도가 지나고 내 몸은 앞으로 기울어 있었다. 중반부터 끝날때까지 내 손은 모아져있었다. 한마디로 2019년도까지 어떻게 기다리냐.... ,하드캐리(tktk****),2018.05.01 20:45,5,0
752,10,시간 가는줄 모르고 봤네요. 재밌었어요 역시 마블~ ,자몽에이드(rktn****),2018.05.01 20:45,5,0
753,10,"번역 논란 떴길래 뭐 번역가지고 그러냐?라고 생각했는데, 영화 보고나니 번역가 돈 받아 쳐먹고 이런 대작영화 번역맡았으면 공부 좀 똑바로 하고 번역해라. ",하형(soju****),2018.05.01 20:18,5,0
754,9,관람객지금까진 예고편이었음 ,왕밤빵(fuen****),2018.05.01 20:12,5,0
755,10,굿 최고입니다더 재밋게 만들기 어려움 ,Euan아빠(yym7****),2018.05.01 19:49,5,0
756,9,토르로 시작해서 토르로 끝나는 영화... ,qkqh****,2018.05.01 18:57,5,0
757,10,관람객와칸다 포에버다 ㅋㅋㅋ ,켄드릭라마(ldhw****),2018.05.01 10:17,5,0
758,10,롯데월드몰 4관 9시30분.. 애기는 왜 델꾸들어와서 악을쓰며 우는건지..가모라 나올때마다 통곡하고.. 환불받아서 다시보고싶다.. ㅜㅜ ,별(whit****),2018.05.01 01:15,5,0
759,10,관람객토르 짱 .... 역시 어벤져스 믿고보는 ,배진희(cg20****),2018.05.01 00:11,5,0
760,10,와칸다에서 토르진짜 존나멋있네; ,김광진(kkb9****),2018.04.30 20:52,5,0
761,10,"관람객번역이 좀빡치긴하더라, 어이없는 흐름으로 만들어 버리며 나는 어벤져스를 보며 여태것 이렇게 눈물을 흘린적있었나 싶엇다 ",이경민(eowk****),2018.04.30 20:03,5,0
762,10,지금까지 마블 영화를 열심히 봐준 사람들에게 주는 선물 같은 영화였다. 역대급 액션과 충격적인 결말은 기존의 마블 영화와는 비교가 불가능하다. ,욱소(rode****),2018.04.30 18:07,5,0
