,별점,리뷰내용,작성자,작성일자,공감,비공감
199,10,2보다 1이 훨씬 재밌음 마지막 뉴욕 전투장면은 최고 ,bark****,2015.04.26 03:05,5,1
200,10,아직까지 이만한영화못봄토요일날 2편보러가야징소풍가는기분 ㅜㅜ 설렘 ,볼아(bora****),2015.04.24 03:15,5,1
201,10,정말 대단한영화 자칫 유치해질수있는 부분을 완벽하게 표현해낸영화 최고의영화다 다시봐도질리지않는다 사랑합니다 헐크 ,명수연(9303****),2015.04.20 02:20,5,1
202,10,10점이 아깝지 않은 2012년 최고의 영화 ,플로플라(mera****),2015.02.24 23:36,5,1
203,10,5번을 봐도 짱짱재밋음 어벤져스2가 기대됨!!!! ,o0깜찍녀0o(jess****),2015.02.24 20:07,5,1
204,10,히들이 연기잘한다.. 다음 영화도 기대합니다 사랑해♡ ,파파야(luis****),2015.02.21 16:15,5,1
205,10,이 영화를 극장에서 못본게 내 평생 한이다. ,김예은(rlay****),2015.02.16 22:48,5,1
206,10,헐리우드가 가질 수 있는 장점을 모두 표현한 헐리우드식 블록버스터의 완성본. 개봉시점 기준으로 이것보다 재밌는 영화가 있을까? 싶을 정도의 작품 ,펄잼(jws2****),2014.10.12 02:47,5,1
207,10,"스토리는 어느정도 예측가능 그러나 예상치못한곳에서 빵터짐,온갖재미를끌어모았던 마블영화의 주인공들이 집결 최고다 ",freemankim(free****),2014.09.19 23:03,5,1
208,10,정말 재미있게 잘 만든 영화인듯. 마지막에 연출 짱짱맨... ,다라(yonk****),2014.09.06 17:56,5,1
209,9,봐도 봐도 다시 보고 싶은 명장면들의 향연 ,명탐정(skip****),2013.08.19 00:04,5,1
210,8,CG 만으로 모든걸 압도하는 배짱. 유머와 액션.. 볼거리 풍부한 히어로영화. ,좋은기억(tany****),2013.08.15 17:17,5,1
211,10,쩐다...그냥 쩐다.. ,김재희(aji1****),2013.08.12 06:27,5,1
212,10,평식이 니영화함만들어봐라어디서 6점주고앉아잇뉴? ,케인(mjo3****),2019.05.09 17:11,6,2
213,10,로키 패대기 치는게 제일웃김ㅋㅋㅋ ,siverline(silv****),2018.06.02 13:49,6,2
214,10,2보니까 1이 얼마나 재미있고 스토리도 좋고 전개도 적당하고 스릴 넘친지 알겠다 1은 진짜 꿀잼 2는 연기력이 별로고 대체로 대사도 오글거리고 스토리 전개도 빨라서 재미없었음 진짜 1편은 다시 보고싶을 정도임 ,별명(yjw3****),2015.05.11 21:45,6,2
215,10,역시 마블이야.... ,나다(paul****),2015.02.20 18:50,6,2
216,10,최고다. 영화표 한장값에 이런 영화를 보게해준 감독에게 존경을 표한다. ,shed****,2014.09.18 12:17,6,2
217,10,앞에 5개의 작품을 보고 보면 꿀잼 보장 ,음악평론가(mard****),2014.03.12 07:56,6,2
218,10,이런게 영화지!!!! ,남희진(jin2****),2014.02.01 23:50,6,2
219,10,제가 좋아하는 히어로들은 다모였네요 ,thgu****,2014.02.01 23:48,6,2
220,10,몇 번을 봐도 꿀잼ㅁㅁㅁ ,에페(ep_e****),2014.02.01 23:38,6,2
221,10,긴 말이 필요없다. 그냥 재미있다. 이걸로 끝이다. 이거 말고 더 할 말이 있나? ,뱅뱅(wank****),2014.02.01 23:38,6,2
222,9,와 대박 스케일 장난 아니다 ,사이즈95(eoqk****),2014.02.01 23:34,6,2
223,10,"오락영화의 필수요소인 할 볼거리, 위트, 개성있는 캐릭터들을 모두 완벽하게 갖췄다 ",아으얼억그어억(mc41****),2013.08.09 13:52,6,2
224,10,진짜 이건 말이 필요 없죠 ,달콤한모래(sdh2****),2014.10.27 00:14,7,3
225,10,만화 원작이라 유치하지만 통쾌한 영화. 마블 영화는 그맛에 보는거같음. ,박곰95(joon****),2014.02.02 00:27,7,3
226,10,어벤져스 너무재밋어요ㅠㅠㅠ멋잇엉 ,김윤서(dbst****),2014.02.01 23:44,7,3
227,10,유치하진않겠지?보고싶딘 일단10점 ,whwn****,2013.09.09 00:23,7,3
228,10,블랙위도우 몸매 좀 오래 잡아주면 좋자냐. ,블록폐쇄(juny****),2014.02.01 23:20,19,15
229,9,미래에는 이 영화도 과거의 서부극처럼 한 물 갔다고 생각하려나? 말도 안 돼 ,이장석(dmgk****),2022.02.24 04:42,3,0
230,10,다같이 있을때 노래 미쳤다 ,suntree(ine1****),2021.08.21 15:20,3,0
231,10,처음부터 끝까지가 완벽했던 영화라고 생각함. 전설의 시작. ,Sunny(kitt****),2020.08.14 09:07,3,0
232,10,본격적인 마블 영화의 시작 ,이준용(juny****),2020.08.04 21:45,3,0
233,9,이때부터 타노스얘기가 나오게 된다는 것을 3번째 보면서 알았다. 마블의 세계관에 다시 한번 놀랐다. ,nodo****,2020.07.07 13:11,3,0
234,10,관람객재개봉했길래 영화관에서 보고왔네요 그 넓은 관에 저 혼자밖에 없더라구요역시 집에서 폰으로 보는거랑 다르네요굿! ,김윤서(dsgf****),2020.04.29 12:30,3,0
235,10,"어벤져스의 탄생.. 거의10년동안 우리들을 마블과 어벤져스에 열광하게했고, 우리들에 하나의 아이콘이 되었다. ",dizi****,2020.04.23 20:48,3,0
236,9,히어로 액션 무비의 거룩한 금자탑.단연코 이 영화는 히어로 무비의 기념비 적인 작품으로 기록될 것이다.훌륭한 영화 일수록 그 시간이 흐를수록 그 진가가 드러나는 법이기에. ,박민우(iomm****),2020.03.18 20:49,3,0
237,10,내가 아직도 평점을 안 줬다니 ,David Cooper(ferb****),2020.03.17 17:52,3,0
238,10,"에오쉴 다 보고 더이상 볼게 없어, 콜슨이 그리워서 또 보러왔다네..  내가 본 죽는 연기 중에 제일 잘한 연기임. 사랑해요 클락 그레그ㅠ ",아큐(mook****),2020.02.11 01:32,3,0
239,8,마블의 성화가 일어난다! 전부 불을붙여라 성화에 절를해라 ,없음(kimh****),2020.01.28 03:46,3,0
240,9,"아이언맨,토르,헐크,퍼스트어벤져  다 보고나서 이걸봐야 더 재밌겠네요.다 뭉쳐놓은 어벤져스가 제일 재밌기는하네요. 뭉쳐놔서 재밌는건가.. ",공부방해꾼출현(lhjs****),2020.01.22 12:31,3,0
241,10,아이언맨은 시작부터 주연이고 헐크 비중이 높았네 ,fabulous(oasi****),2019.10.31 13:04,3,0
242,10,왜 어벤저스 어벤저스 그러는지 알겠다. 극장에서 못 본 것이 한ㅠㅜ ,데몬(kool****),2019.10.22 03:12,3,0
243,10,어벤져스 시리즈 중 엔드게임 다음으로 재미있다 ,디카프리오(kevi****),2019.08.13 19:07,3,0
244,10,뉴욕에서의 치타우리 종족과 어벤져스 간의 전투는 진정 소름 돋는. 쉴드 콜 요원의 희생. 로키야 제발 정신 차려. 쿠키 영상 타노스의 첫 등장. ,avengers(marv****),2019.08.08 00:19,3,0
245,10,아주 좋습니다 아주요 그리고 시리즈가 다 재밌어요 ,윤병준(bjyu****),2019.08.04 19:17,3,0
246,10,개잼있음 꼭보세여 후회안합니다 진짜로 ,현(kmh0****),2019.07.26 00:30,3,0
247,10,재밌다..어벤저스 마리아힐 OO쉬 ,더쿠르트(gkdl****),2019.07.19 20:25,3,0
248,10,이 영화는 고민할 필요도 없습니다. 십점만점에 백만점.. ,밍(sunm****),2019.07.06 03:41,3,0
249,8,진정한 히어로 팀 업은  이런 것 ,sw20****,2019.06.09 17:42,3,0
250,9,인간형 히어로는 상향하자 ,탑클래스A동(thej****),2019.06.06 18:23,3,0
251,10,토르 묠니르들고 캡아한테 뭣도 모르고 덤벼들었다가 튕겨 날아가는 장면 나만 웃겼나 ㅋㅋ ,수리x샤일로(suri****),2019.06.03 17:10,3,0
252,10,히어로들이 여럿나오면  재미살리기힘들다고생각했는데  그 틀을깨버렸슴 ,써먼(indi****),2019.05.30 18:37,3,0
253,10,3000 세카이...!!! ,진사성인출(vc10****),2019.05.29 11:48,3,0
254,10,마블 캐릭터들의 개성을 한껏 살린 전투씬은 가희 압권! DC가 배워야할 영화! ,로우라이트(ichi****),2019.05.07 17:04,3,0
255,10,어벤져스의 탄생과 그시작 ,가레스(leeu****),2019.04.30 20:35,3,0
256,10,잼잇구 늦게 봤지만 정주행 할께요! ,윤도경(sinj****),2019.04.28 09:47,3,0
257,8,영화의 장면속 액션이 좋네요...ㅡ ,potr****,2019.04.26 20:19,3,0
258,10,어벤져스...위대하고 또 시원 섭섭.. ,이지한(ljh5****),2019.04.24 12:11,3,0
259,10,지금 오씨엔에서 보는데 지금봐도 죽이는데 일주일후면 진짜 죽겟네 ㅋㅋㅋ ,거르고보는노씨(zzzz****),2019.04.19 02:43,3,0
260,8,마지막 핵 들고 나는 아이언맨이 너무 멋졌음 ,voon(golm****),2019.02.21 23:59,3,0
261,10,블랙 위도우 너무 멋있어요! ,사랑을 주는 기붐이(born****),2019.01.21 15:13,3,0
262,8,상상속에 있던 영웅들의 집합체.. 시리즈 정주행중 ,정릉정릉(hanm****),2019.01.11 21:07,3,0
263,8,히어로가 뭉치면 산만할 줄 알았는데 잘만들었다 후반부 전투 시퀀스는 최고였다 ,무비필리아(alst****),2019.01.05 09:36,3,0
264,10,지금 보니 마크러팔로 많이 늙었네..이때까지만 해도 존잘인데..물론 지금도 잘생겼음!! ,흐히히(11pi****),2018.08.24 17:56,3,0
265,10,재밌어요^^ 또한번 보고싶네요 ,그냥펄슨(enjo****),2018.08.09 19:30,3,0
266,10,정말 훌륭하다. 지금봐도 너무 재미있네요 ,너의기린(lush****),2018.08.07 00:12,3,0
267,10,진짜 언제봐도 재밌다.. ,멜로(hong****),2018.07.25 16:20,3,0
268,8,마블 영화 최근에 몰아서 보고 있는데 재밌네요 ㅋㅋ 개인적으로 여태까지 본 마블영화 중에서 제일 괜찮은듯 ,잉여(ypk8****),2018.07.16 23:37,3,0
269,9,"지루할 틈 없는 액션씬, 누구 하나 빠지지 않는 완벽한 분배까지. 단체 히어로물의 정석 그대로다. ",충충충(choo****),2018.07.10 00:26,3,0
270,10,한마디로 하면 믿고 보는 마블 ,bin(bins****),2018.07.08 17:29,3,0
271,10,꿀잼 여러분 어벤져스하세요~ ,예원이(ywmi****),2018.06.07 03:02,3,0
272,9,정말 재미있어요~ 다시 보고 싶어요 ,avon****,2018.05.01 19:52,3,0
273,10,전설의 시작! 말이 필요없다 ,문스타(tpfl****),2018.03.18 15:33,3,0
274,10,중학생때 영화관에서 본 영화. 헬리케리어가 비행을 시작할때 장면이 생각난다. 입 벌리고 봤지.... ,순대볶음(gdcv****),2018.03.14 22:10,3,0
275,10,마블 히어로들을 영화 한편으로 볼 수 있다는게 행복했다. ㅠㅠ 최고 ,이시온(chek****),2018.03.04 10:05,3,0
276,10,개인적으로 2편은 좀 아쉬웠는데 1편은 두말하면 입아픈 '명작' ,Enjoythismoment(tjdw****),2017.12.03 13:15,3,0
277,8,히어로물은 ‘이렇게 만들어라’ 라고 보여주는듯한 영화 ,Currency Exchange(uu00****),2017.11.27 18:36,3,0
278,10,정말 재미있다 . 영화관에서 못보고 폰으로봤다는게 아쉽지만 여러분 제발보세요 ,예은(wonr****),2017.11.04 04:32,3,0
279,10,패대기씬이 젤 웃김ㅋㅋㅋ ,리꼬(liay****),2017.10.27 05:13,3,0
280,10,와 꿀잼 아이언맨 잘생겼닼ㅋㅋㅋㅋ ,노란피구공(frid****),2017.10.15 16:37,3,0
281,10,네가본 미국 영화 중에 최고다 ,S클래스(dida****),2017.10.13 22:38,3,0
282,8,이 영화를 보면서 헐크를 반했다. ,백호(dyki****),2017.09.26 17:12,3,0
283,9,히어로들의 절묘한 조화 . . 토르 스토리를 끌고온것도 그렇고 마블영화는 하나같이 연결성이 좋아서 마음에 든다. 재미도 좋고 킬링타임으로도 굿^^ ,gojaeoh(goja****),2017.06.16 07:27,3,0
284,10,대중문화의 정점은 완성도와 관계없이 그 자체로 걸작이 된다. 마블의 신화는 그리스 신화처럼 앞으로 몇 천년간 회자될 것이고 그 가장 첫 장에는 항상 어벤져스가 있을 것이다. ,블랙맘바(stil****),2017.06.01 14:59,3,0
285,10,이런영화가또있을까.. ,청용이오셨성용(narn****),2017.05.24 15:21,3,0
286,10,마블의 기념비적인 작품 ,정미영(jeon****),2017.02.17 23:08,3,0
287,10,아이언맨 캐리 영화진짜 재밌음 ,다로스임(chj0****),2017.01.29 17:49,3,0
288,10,최고의 영화~!!!! ,chri****,2017.01.21 20:12,3,0
289,10,뭔가 유치했지만 가슴벅찬경험을 느꼈다.헐크 멋있게나오네ㅋㅋ ,헐(cjk8****),2017.01.20 08:29,3,0
290,10,"나는 최고의 슈퍼 액션 히어로 영화로 다크나이트,왓치맨,스파이더맨2(절대 어메이징 스파이더맨2가 아님.토비 맥과이어,커스틴 던스트 주연,다크 맨의 감독 샘 레이미가 감독한 2편임),아이언 맨3,캡틴 아메리카3-시빌 ...",포대화상미륵존여래불(baks****),2017.01.15 06:56,3,0
291,10,당연히 10점이지!! 완전명작임 ,max4****,2015.09.20 22:50,3,0
292,10,이걸 이제야 보다니..나 헛살았네요 ,WeR33er(morl****),2021.11.17 00:13,4,1
293,9,관람객어벤저스 어셈블의 시작 전설의 시작 ,문기(gye1****),2020.05.04 16:36,4,1
294,7,원팀으로 정교하게 세공해낸 입체적 캐릭터 ,절대반지(rcan****),2019.07.11 05:01,4,1
295,10,덕중의덕은 양덕이니라.... ,하이트맛없다(jae_****),2019.05.24 19:10,4,1
296,10,진짜 존나게 맛있는 비빔밥같은 영화. 영웅들을 전부 쓰까놨는데 맛은 미슐랭 못지 않다. ,트둥트둥(ychc****),2019.05.20 20:34,4,1
297,9,지금의 마블을 만든건 로다주지만 마블영화중 가장 큰 도박을 성공으로 이끈건 죠스웨던이 아닐까 싶다. 2편이 생각보다 아쉬웠지만 1편의 마지막 뉴욕씬은 그 압도적인 스케일과  액션 볼거리가 가득했고 마지막 아이언맨의 ...,최봉근(qhdr****),2019.05.12 18:57,4,1
298,10,cg팀 고생많으셨습니다초록창을 저리 화려하게 만들어주셔성 ,언데여캐(kiil****),2019.05.03 22:06,4,1
299,10,저두 OCN보는중이요 ㅎ ㅎ 뭔가 뭉클뭉클함 ㅠㅠ ,박미선(shin****),2019.05.03 20:42,4,1
300,8,평식이는 먼 멍멍소리냐ㅋㅋ에혀 ,여름2규진2(jm2d****),2019.05.02 00:06,4,1
301,7,어벤져스 3 보고 느낀건데 진짜 연출이 급이 다르다는걸 알았음 ,캐릭터바이러스(jbra****),2018.10.18 01:00,4,1
302,10,마블의 존재조차 몰랐던 내가 마블을 알게해준 영화 지금봐도 흠 잡을 데가 없는 훌륭한 명작 ,스파이더맨(ljs9****),2018.10.11 02:30,4,1
303,10,헐크가 로키 팰때 개꿀잼 ,최유진(yjc1****),2018.06.06 02:06,4,1
304,10,갓...MCU....갓 마블....갓 아이언맨.. ,황서현(hsh0****),2018.04.21 20:35,4,1
305,7,마블이 여기까지 올라온 이유 ,천명(sueb****),2018.04.07 18:59,4,1
306,10,"아니ㅋㅋㅋㅋ 의미가 하나도 없다, 유치뽕짝 ㅇㅈㄹ할꺼면 도대체 왜 이시국에 굳이 돈내면서 영화관 가서 보는거임?ㅋㅋㅋㅋ 그냥 관종인거지 ㅋㅋㅋㅋ ",백승준(heyj****),2020.04.24 22:44,5,2
307,10,어벤져스 엔드게임보고나서 다시 마블 정주행중인데...닉퓨리..이양반은 영화때문에 아주 바보가 된 케이스네...어벤져스에서는 외계인 존재를 안지 1년..캡틴마블에서는....맨인블랙처럼 기억을 잃었나? 눈은 고양이에게 ...,초디(zint****),2019.04.27 19:46,5,2
308,7,약간유치했다.시빌워가 가장 짱인듯 ,제이미 몸(joon****),2016.09.18 17:32,6,3
309,10,죽었다깨어나도 다른나라는 못만들영화 ,last chance(cyki****),2022.06.30 19:58,2,0
310,10,어벤져스 세상에 공개된지 10주년! 이 영화가 없었다면 영화의 판도가 바뀌지 않았을테고 내 인생 10년을 마블과 함께 살지 않았을거에요 다시한번 세상에 이런 명작을 탄생시켜주셔서 감사합니다 마블!! ,종혀니(pso2****),2022.04.26 15:52,2,0
311,10,영웅 총집합 좋네요 ㅎㅎ ,음식여행자(anni****),2022.03.20 08:01,2,0
312,7,먹을것 많은 잔칫상 ,맷돌(hanq****),2022.02.09 15:26,2,0
313,10,재재재재미있어 너무너무 헤헷 ,쮸(lusi****),2022.02.05 20:49,2,0
314,10,그동안의 MCU의 단독 영화들이 하나의 세계관으로 연결되어 있다는 걸 전면적으로 드러낸 정말 흥미로운 영화였습니다!정주행을 하면서 새로운 재미를 많이 찾아볼 수 있었습니다. ,메리밀크(merr****),2021.08.24 00:25,2,0
315,10,스타크로 시작해서 스타크로 끝났던영화토니 스타크 없음 어쩔뻔. ,뀨뀨꺄꺄(hanf****),2021.08.21 18:56,2,0
316,10,어벤져스 너무 그립ㅇ다유ㅠㅠ 마블 사랑해 쫩쫩 ,별(sstt****),2021.05.23 13:17,2,0
317,8,"히어로 영화를 볼때마다 항상 생각했던 그 장면, 주인공들이 모두 모여 역경을 이겨내는 ",Skipp(rhsr****),2021.05.04 22:16,2,0
318,10,와 이 영화는 말할것도 없음. 최고임. ,로체sm6마니아 로에마(lotz****),2020.07.13 18:07,2,0
319,10,,tw2(tw23****),2020.07.06 14:02,2,0
320,8,마블 전성기의 시작 ,고투리(jdki****),2020.06.20 00:05,2,0
321,6,관람객헐크최고 ,qwer(pkch****),2020.06.03 02:10,2,0
322,10,어벤져스 초반도 재밌습니다 ,김하늘(1905****),2020.05.30 12:33,2,0
323,10,,김진중(kim0****),2020.04.29 11:51,2,0
324,10,"진짜 한 100번 봐도 안질리는듯, 매력없는 캐릭터가 없고 스토리도 탄탄하고 히어로 영화의 교과서같음 ",배소미(mkmi****),2020.04.28 09:57,2,0
325,10,슬프다..아이언맨이 없을 어벤져스를 생각하니... ,김실장(adiu****),2020.04.25 11:47,2,0
326,10,"모든 마블유니버스 시리즈중 단연최고다. 각 캐릭터들의 개성, 마블영화 특유의 유머, 각 히어로들간의 갈등과 서로뭉치게 되는 과정까지 잘 드러난 어벤져스 시리즈중 단연최고 작품 ",Eby Parason(hajr****),2020.04.22 04:27,2,0
327,8,헐크가 끝판왕이네 ㅋㅋ ,데수코어(dkst****),2020.04.12 04:34,2,0
328,10,마블은 역시 최고다! 마블은 역시 대박이다!마블 3000만큼 사랑합니다! ,아이언맨(jiwo****),2020.03.28 00:39,2,0
329,10,진짜 마블뽕이 차오른다 ,www(ekfk****),2020.03.07 19:16,2,0
330,9,조금은 유치하지만 색깔이 다른 히어로들을 한 작품으로 잘 버무린 것만으로도 매력적인 ,리링(skyo****),2020.02.22 20:32,2,0
331,10,마블 다시 재탕 중인데 여기서부터 타노스의 등장이 예고됐었다니...놀랍다ㅋㅋㅋㅋ ,피톤치드(jieu****),2020.01.21 17:28,2,0
332,10,어벤져스 말이 필요없네요 너무나 멋잇고 감동적이였어요 !! ,gusd****,2019.12.17 04:30,2,0
333,10,최고입니다.  스타크가 너무좋아요 ㅋㅋ ,결국모든것은(zrlg****),2019.12.08 12:23,2,0
334,10,,AAAAA(wndk****),2019.12.07 21:39,2,0
335,10,현나이 37세입니다 27세부터봤던 OOO전 꼭 봐야될 인생영화입니다 ,아이오이이유(ncan****),2019.12.04 21:23,2,0
336,10,최고  ~~!!최고  ~~!! ,바이올린(viol****),2019.11.25 02:45,2,0
337,9, 어벤져스  2편 3편  4편도 재밋게 봤지만  이것도 진짜 레전드입니다. ㅎㅎ ,01205(drkk****),2019.11.16 14:06,2,0
338,10,재미로는 최강이다. 화끈하고 놀랍고 웃기기까지 ,파워(dudt****),2019.08.03 00:41,2,0
339,10,재밌네  아이언맨짱 굿굿 ,gyu(gyuh****),2019.07.05 21:42,2,0
340,10,"아이언맨,아이언맨2ㅡ블랙위도우,토르,토르1ㅡ호크아이,캡틴아메리카,헐크 6명의 영웅을 단독영화를 만들거나 단독영화에 출연시키면서 모두 소개시켜준다음에그들을 연결시켜 한자리로 모이게 한 영화 ",이재용(jyyy****),2019.06.15 15:13,2,0
341,10,수십번봤는데 이렇게울컥하다니....ㅜㅜ아연맨ㅠㅠ다들사랑스러워ㅜㅜ다만 이땐로키가 귀엽지않다는거 ,채은짱(chae****),2019.06.05 04:05,2,0
342,8,"화끈한 도전, 화려한 성취 ",김동규(kimd****),2019.05.26 11:18,2,0
343,10,헤헤 2019녀뉴이닿ㅎㄹ ,김민우(k864****),2019.04.26 22:12,2,0
344,10,진짜 잼땨용 어벤져스의 시작 ,아 잘생겻노(kdks****),2019.04.22 05:48,2,0
345,10,너무 재미있게 봤습니다~ ,몽이맘(dksq****),2019.04.21 19:36,2,0
346,8,지금 보면 약간의 유치스러움이 있을 법도 하지만 그때 당시 정말 기억에 남는 영화 였다. ,Kate Barton(ygh1****),2019.03.26 22:47,2,0
347,10,뀌에꾸엥후엥뚜잉오잉 ,댕댕이(codb****),2019.03.23 11:55,2,0
348,10,"어벤져스여 영원하라~~~ 10년후,20년후,30년후,100년후 영원하라~~ ",닭(eyes****),2019.03.17 10:34,2,0
349,10,중간중간마다 개그있어서 좋았습니다. ,김호영(rand****),2019.03.16 23:11,2,0
350,7,ost가 웅장하다. 괜찮게 봤지만 어벤져스 재미없게 본사람 이상하다는 사람이 이상한거 아닌가? 소문 듣고 온 뷔페 맛집은 아닌 느낌? ,포그바의댄싱하는성(oqp3****),2019.03.09 18:55,2,0
351,10,어벤져스 첫 작품!!!! ,맹강딱(ghdr****),2019.02.12 21:31,2,0
352,10,다시 봐도 재밌다 역시 마블이 최고 ,실버불렛(sora****),2019.02.07 14:50,2,0
353,10,신이 약골이군... -헐크- ,요하(nan9****),2019.01.29 23:51,2,0
354,9,주인공들이 이렇게 한데 모일 수 있다니 ,알리올리오(hikk****),2019.01.26 18:47,2,0
355,10,말이필요없다.짱이었다. ,djsu****,2018.10.14 16:07,2,0
356,10,왜 이게 8점대지? 너무 좋았는데 ,밥(on26****),2018.10.06 23:09,2,0
357,10,마블 좀 많이 심각하게 재미있는듯 아빠가 밤마다 마블~ 마블~ 노래를 부르네요. 정말 재미있어요. ,무명(jjae****),2018.09.22 10:19,2,0
358,10,이 순간 행복해 지도록 거침없이 살아 숨쉬는 어벤져스 히어로들. ,블루화(ibp2****),2018.08.31 05:07,2,0
359,9,처음 봤을때 진짜 레전드였는데 ,네이션(dydr****),2018.08.18 10:34,2,0
360,7,공적(共敵)은 우리를 견고하게 만드나니 ,박매력(bht6****),2018.08.05 00:03,2,0
361,10,언제봐도 너무 재밌다 ㅇㅇ ,박가연(814b****),2018.07.27 11:33,2,0
362,10,재미있다람쥐꿀재인정 ,toww****,2018.06.02 12:53,2,0
363,10,오늘 다시봤다. 지금봐도 전혀 구티나지 않고 손색이 없다. 최고다 ,포스트잇(inta****),2018.05.21 06:21,2,0
364,10,마블 히어로들 다 좋지만 헐크가 짱이야!!! ,Nana(2gal****),2018.05.19 09:48,2,0
365,8,2편보다는  훨씬  잼남! ,쿠니맘(dmal****),2018.01.28 19:51,2,0
366,8,전투신 나오기 까지 다소 지루하지만 그후에는 흥미진진하다 ,해적왕(kjw9****),2018.01.22 19:06,2,0
367,9,아이언맨이 시작을 끊었다면 어벤져스는 최고치로 끓어올렸다 도심 시퀸스는 그야말로 압권 ,식봉이(llmm****),2017.12.23 22:08,2,0
368,9,"최근 다시 보니까 블랙위도우의 솔로 영화가 나와야 된다는 생각이 든다. 로키가 블랙 위도우의 마음을 후벼팔 때, 살인과 거짓으로 점철된 요원의 삶일지라도 역사를 살아왔고 또 늘 자신의 구원을 추구하는 나타샤에게 덕통...",만드레이크(dpwn****),2017.12.20 06:32,2,0
369,8,평가처럼 영웅들의 협엽과 전투가 돋보인다.  그런데 뭔가 그 이상이 없어서 아쉬웠음ㅠ 대체적으로 마블영화가 그럴싸한데 딱 거기서 멈추는 느낌이다.  그래도 아이언맨은 멋졌음. ,홍시(thev****),2017.11.28 11:07,2,0
370,10,내 기준 역대 마블 무비중 최고의 작품들은 시빌워랑 윈터솔져랑 어벤져스다 이 3개는 진짜 명작들이다 ,toto****,2017.11.26 21:07,2,0
371,9,다시 보면 이만한 마블 작품도 없었다. 마블 3대 명작을 꼽으라면 손꼽힐 작품. ,Kid J(woxn****),2017.11.21 01:10,2,0
372,10,극장에서 봤을 때의 그 전율... ,솔로몬(hg69****),2017.11.20 20:37,2,0
373,9,작은고추들이 모여 잭팟터지듯. ,MRX(phs3****),2017.10.25 00:28,2,0
374,7,캐릭터의 다양성이 획일화된 플롯으로 수렴되다. ,Spock(acea****),2017.08.31 00:36,2,0
375,9,[ S8 V10 D9 A8 ]　이 캐릭터들이 한 화면에 잡히다니.. 초반은 좀 느슨하지만 중반부터 각 히어로의 캐릭터가 잘 드러나면서 정신없이 몰아친다. 마블은 이제 가장 믿고 보는 영화사가 되었다. ,eyebono(eyeb****),2017.08.11 16:57,2,0
376,10,아진심 넘 멋지고 재밌다ㅋㅋ몇번을 돌려보는지ㅋㅋㅋ ,아이고오(toto****),2017.07.25 19:21,2,0
377,10,필ㅠㅠ진짜너무안타까운거아닙니까...더보고싶은캐릭중하나였는데ㅠㅠ ,임진전(wlsw****),2017.07.23 15:12,2,0
378,10,올만에 다시봤는데 또 봐도 꿀잼이네. 매력터지는 히어로들을 이만큼 잘뭉쳐놓은 영화가 또 있을까싶다. ,55wo****,2017.07.10 21:55,2,0
379,9,아주 잘 만들어진 오락영화 ,김행보관(wind****),2017.07.06 06:15,2,0
380,10,개인적으로 마지막씬 좋아합니다 ,산톨(didr****),2017.07.06 02:58,2,0
381,8,기대했던 액션이 너무 늦게 나온다.헐크는 너무 센거 아닌가.. ,별의조각(joe1****),2017.06.09 22:28,2,0
382,10,와우! 역시 마블다운 영화 ,Rio(nano****),2017.05.08 14:07,2,0
383,10,솔직히 10점 주자 이런 영화는 아무나 못만듬 ,어어(smsl****),2017.04.26 01:30,2,0
384,9,첫번째 어벤져스____ ,MD7(godc****),2016.12.06 03:38,2,0
385,10,하도 순서대로안보고 하다보니.. ,jiye****,2016.11.20 12:16,2,0
386,10,캐릭터들의 특징을 잘살린영화 ,효연(lley****),2015.06.27 19:20,2,0
387,10,스토리는 뻔하나 역시 볼거리가 많다 ,오스카(cono****),2015.05.31 20:07,2,0
388,10,재미있다.너무재미있다. ,moch****,2015.05.30 20:50,2,0
389,10,아니 그냥 10점주고 가고싶은데  댓글 달기  되기 깐깐하네   10... ,tbvj****,2015.05.29 19:47,2,0
390,10,이 영화는 9점대는 가야되요. ,여름단풍(summ****),2015.05.25 22:48,2,0
391,10,볼망함 아이언맨 핵사기 ,아이유(emai****),2015.05.23 12:52,2,0
392,10,그냥 인기 히어로들이 총 출동을 했다! 같이 싸웠다!! 뭐가 더 필요한가?? ,타라몰리(jeon****),2015.05.20 00:37,2,0
393,10,슈퍼히어로들을 한꺼번에 이렇게 재미있게 볼 수 있는게 영광!! ,은숴리(thf9****),2015.05.18 10:13,2,0
394,10,보고나면 왜 유명한지 알것다 ,No(le41****),2015.05.18 09:06,2,0
395,10,진짜너무너무재밋고계속해서나왓으면ㅜㅜㅠ ,한나경(hann****),2015.05.04 00:10,2,0
396,10,슈퍼 히어로 종합선물세트 ,베리나이스(bsm9****),2015.04.30 23:27,2,0
397,10,"미국영화의 감독, 연출, 고품질의 과학적 지식의 차용은 감탄을 자아낸다. 처음 1시간은.. ''생각보다 내용이 중구난방 식인데?'라는 생각이 들었으나 그 후부터는 완벽하게 맞물리는 스토리.. 다...",성정욱(tjdw****),2015.04.29 22:00,2,0
398,10,누가 상상이나 했겠는가..히어로들이 모인 팀들이 영화에 나오다니! ,BEAGLE(ken9****),2015.04.26 23:16,2,0
399,10,스포일러가 포함된 감상평입니다. 감상평 보기어벤져스~! 어셈블!! ,Joy(joy0****),2020.05.09 09:59,3,1
400,8,평점 1점 줬다 다시준다. 마블 세계관을 알고 보니 아주 볼만함 ,아차싶더니(ming****),2019.07.16 23:15,3,1
