,별점,리뷰내용,작성자,작성일자,공감,비공감
982,10,처음으로 극장에서 3번 본 영화 ,현니(shgu****),2019.05.27 07:10,4,0
983,10,관람객치즈버거 주세요 ... ,산마루(anim****),2019.05.27 03:51,4,0
984,10,자연스럽다! 어벤져스 3.4의 놀라운점은 캐릭터의 능력에 따라 역할분배를 기가막히게 잘한다는점! ,chwn****,2019.05.27 02:55,4,0
985,10,이만큼 많이 운 영화는 처음임... ,곽정원(kjw4****),2019.05.27 02:13,4,0
986,10,"그냥 봐도 재밌지만, 이전 마블 영화들을 다 보고 엔드게임을 보길 추천함. 이전 영화들 내용을 이해하고 있어야 엔드게임이 의도하는 감동을 온전히 느낄 수 있을 것 같다. ",CFP(tkdd****),2019.05.26 23:13,4,0
987,10,관람객최근에 10년 가까이 봐왔던 드라마가 마지막시즌에 막장으로 끝나버려서... 어벤져스는 그러지 않아서 감사합니다 ㅜㅜ ,The Music(wcn0****),2019.05.26 01:35,4,0
988,10,관람객난 아이언맨이다 할때 진짜 눈물주룩ㅜㅜ마블 3000만큼 사랑합니다!!!!어벤져스 어셈블!!!정말 사랑합니다ㅜㅜㅜ ,뚜뚜(did7****),2019.05.26 00:29,4,0
989,10,3000천만큼사랑해~~♡♡ ,여인의 향기(hs76****),2019.05.25 16:03,4,0
990,10,"""자...로키가 어디 있습니까?"" ""죽었잔어"" ""끝인가..?ㅠㅠ"" ",Kang17(imsm****),2019.05.25 07:39,4,0
991,10,말이필요없죠 미국에서또봄 ,송재민(ma88****),2019.05.25 03:47,4,0
992,10,잘가요 아이언맨 그동안 고마웠어요 ,디디헤(dddy****),2019.05.25 03:37,4,0
993,10,관람객혼자가서 봤는데 시간가는 줄 몰랐어요 ,cybe****,2019.05.25 03:25,4,0
994,10,"관람객너무 재밌었어요,,기대이상입니다 ",룽루(wjda****),2019.05.25 03:10,4,0
995,10,어벤져스 최고의 영화입니다! ,tjdw****,2019.05.25 02:28,4,0
996,10,"Thanks, Marvel ",빛나리(ross****),2019.05.25 02:22,4,0
997,10,진짜 강추..너무재밌어요 ,이소연(viui****),2019.05.25 01:40,4,0
998,10,진짜 최고!!  내가sf영화 보면서  울꺼라고는... ,쭈(sprt****),2019.05.25 01:08,4,0
999,10,뒤늦게 덕후됐어요 ㅠㅜㅜ ,권민혜(haey****),2019.05.25 00:15,4,0
